Time,OH_ppm
2.40497E-06,25.31791581
2.55594E-06,24.73513617
2.80353E-06,23.94774254
3.41077E-06,23.06876474
4.13882E-06,22.47425772
5.62674E-06,21.54628227
6.41213E-06,20.69297151
7.17369E-06,19.48885522
7.11845E-06,20.01032291
8.1697E-06,19.05461486
8.92229E-06,18.45729733
9.78448E-06,17.79645555
1.06465E-05,17.16026498
1.15089E-05,16.47382388
1.24492E-05,15.79591589
1.33891E-05,15.18437652
1.4329E-05,14.57283714
1.53472E-05,13.91524607
1.64436E-05,13.22853408
1.75396E-05,12.60277286
1.87136E-05,11.97497995
1.99656E-05,11.35632965
2.12176E-05,10.73412389
2.25475E-05,10.12455977
2.39554E-05,9.51144019
2.55194E-05,8.901768329
2.71614E-05,8.282988741
2.88034E-05,7.668346418
3.0523E-05,7.117573111
3.22422E-05,6.631444559
3.39613E-05,6.153073377
3.56802E-05,5.716074838
3.73989E-05,5.304934201
3.91175E-05,4.927408836
4.08358E-05,4.588670323
4.2554E-05,4.252517601
4.4272E-05,3.962909102
4.59899E-05,3.678472183
4.77076E-05,3.435407907
4.94252E-05,3.205272581
5.11429E-05,2.969965676
5.28603E-05,2.770859833
5.45777E-05,2.569168199
5.62949E-05,2.401091838
5.80121E-05,2.240772847
5.97292E-05,2.095968598
6.14462E-05,1.951164348
6.31632E-05,1.819289049
6.48801E-05,1.710685862
6.6597E-05,1.583982144
6.83139E-05,1.477964747
7.00307E-05,1.37970472
7.17474E-05,1.281444694
7.34641E-05,1.206456779
7.51807E-05,1.141812025
7.68971E-05,1.103025172
7.86134E-05,1.07458148
8.03304E-05,0.953049342
8.2047E-05,0.872889847
8.37636E-05,0.808245092
8.54801E-05,0.759115079
8.71965E-05,0.717742436
8.8913E-05,0.673784003
9.06293E-05,0.640168731
9.23458E-05,0.601381879
9.40621E-05,0.580695557
9.57786E-05,0.526393964
9.74949E-05,0.500536062
9.92112E-05,0.47467816
