Time,OH_ppm
1.14527E-06,16.14417004
1.61107E-06,15.77852471
2.07211E-06,15.10128997
2.71111E-06,14.56917696
3.24423E-06,14.02093932
3.77695E-06,13.53988766
4.36135E-06,13.03136439
4.92366E-06,12.52493136
5.70689E-06,11.99460998
6.30583E-06,11.51624576
6.90485E-06,11.02283188
7.57004E-06,10.54124273
8.23515E-06,10.07255329
9.03315E-06,9.534109873
1.003E-05,8.959595042
1.08276E-05,8.486605701
1.16915E-05,8.007985534
1.26217E-05,7.519639396
1.35515E-05,7.080435008
1.44816E-05,6.613588386
1.53452E-05,6.168241279
1.7005E-05,5.501756298
1.89956E-05,4.878270349
2.04551E-05,4.485415566
2.19145E-05,4.088651779
2.33739E-05,3.711433007
2.4833E-05,3.379167768
2.62917E-05,3.099674066
2.77503E-05,2.847543384
2.92089E-05,2.599321705
3.06674E-05,2.356963531
3.21258E-05,2.136104871
3.35841E-05,1.934791226
3.50422E-05,1.760840601
3.65003E-05,1.602525987
3.79582E-05,1.465710888
3.94161E-05,1.330850291
4.08738E-05,1.221398212
4.23316E-05,1.104128127
4.37892E-05,1.012266561
4.52469E-05,0.922359496
4.67044E-05,0.846133941
4.8162E-05,0.771862888
4.96195E-05,0.697591834
5.10768E-05,0.652638302
5.25341E-05,0.621366279
5.39914E-05,0.586185254
5.54488E-05,0.535368217
5.69061E-05,0.496278189
5.83635E-05,0.453279158
5.98208E-05,0.41418913
6.12781E-05,0.38682611
6.27354E-05,0.351645085
6.41928E-05,0.298873547
6.56501E-05,0.26173802
6.71072E-05,0.255874516
6.85644E-05,0.232420499
7.00217E-05,0.197239473
7.1479E-05,0.173785456
7.29362E-05,0.150331439
7.43934E-05,0.134695428
7.58505E-05,0.12296842
7.73077E-05,0.105377907
7.87648E-05,0.105377907
7.96258E-05,0.105377907
