Time,O_ppm
2.37762E-05,1.12E-01
4.68531E-05,2.41E-01
7.27273E-05,3.93E-01
9.23077E-05,5.05E-01
0.000113986,7.06E-01
0.000141259,8.66E-01
0.000172028,1.07E+00
0.000190909,1.211229947
0.000213287,1.395721925
0.000235664,1.604278075
0.000258741,1.764705882
0.000284615,1.901069519
