Time,CH3_ppm
2.220446049250313e-14,671.7948717933517
2.220668093855238e-10,671.7948565922362
2.442512858635837e-09,671.7947045811271
1.6871828298075614e-08,671.7937167560318
5.5812675924273786e-08,671.7910508958186
1.3478730635543014e-07,671.7856444186054
2.797415444389335e-07,671.7757213087632
5.366194819719804e-07,671.7581369751508
9.880923481115232e-07,671.7272340618914
1.7980514910426668e-06,671.6718002087423
3.5546601133990835e-06,671.5516088018411
5.3112687357555e-06,671.4314603998986
7.067877358111917e-06,671.3113549813883
8.824485980468333e-06,671.1912925237657
1.0581094602824749e-05,671.0712730041566
1.3383701735943172e-05,670.8798749367527
1.6186308869061594e-05,670.6885860222574
1.8988916002180016e-05,670.4974061664064
2.179152313529844e-05,670.306335273184
2.7666202015555447e-05,669.9061756007166
3.354088089581246e-05,669.5064934180976
5.046025899972087e-05,668.3580483150733
6.737963710362927e-05,667.2135365073308
8.429901520753768e-05,666.0729377575159
0.00010121839331144608,664.9362320035058
0.00011813777141535448,663.8033993671413
0.00014649990976487012,661.913053448356
0.00017486204811438576,660.033443416162
0.00021647325190628325,657.2950333976431
0.00025808445569818075,654.5792521767545
0.00029969565949007827,651.8858205192834
0.0003413068632819758,649.2144637474115
0.0003829180670738733,646.5649115514495
0.0004245292708657708,643.9368979765802
0.0005039432419756135,638.9802332808373
0.0005833572130854561,634.0992926913958
0.0006627711841952988,629.292354199785
0.0007421851553051415,624.557747644732
0.0008215991264149842,619.8938526485553
0.0009010130975248269,615.2990968103778
0.0009804270686346694,610.7719540032385
0.001059841039744512,606.3109427058217
