Time,H_ppm,Relative_Uncertainty,W
2.0783621645841015e-13,1.0199999992314388,0.1,0.014366570530687186
2.07857000080056e-09,1.0199923136762379,0.1,0.014366570530687186
2.2862191646641576e-08,1.019915461985097,0.1,0.014366570530687186
5.850238246073419e-08,1.0197836878617397,0.1,0.014366570530687186
1.2132396580474908e-07,1.0195514554876477,0.1,0.014366570530687186
2.3076802749621486e-07,1.0191469995293898,0.1,0.014366570530687186
4.212816446091952e-07,1.0184433289748251,0.1,0.014366570530687186
7.56842113976274e-07,1.0172051018018429,0.1,0.014366570530687186
1.3979880445463969e-06,1.014843438255618,0.1,0.014366570530687186
2.640704779016367e-06,1.0102814740534314,0.1,0.014366570530687186
3.883421513486337e-06,1.0057400133102254,0.1,0.014366570530687186
5.126138247956307e-06,1.0012189691063011,0.1,0.014366570530687186
6.3688549824262775e-06,0.9967182517798617,0.1,0.014366570530687186
7.62345846519343e-06,0.9921950283633665,0.1,0.014366570530687186
8.878061947960581e-06,0.9876923481579319,0.1,0.014366570530687186
1.0132665430727732e-05,0.983210111656745,0.1,0.014366570530687186
1.3339129847798633e-05,0.9718468482454907,0.1,0.014366570530687186
1.6545594264869534e-05,0.9606149687100454,0.1,0.014366570530687186
1.9752058681940434e-05,0.9495129551215451,0.1,0.014366570530687186
2.2958523099011335e-05,0.9385393166467263,0.1,0.014366570530687186
2.6164987516082235e-05,0.9276925800849163,0.1,0.014366570530687186
2.9371451933153136e-05,0.916971287618303,0.1,0.014366570530687186
3.2577916350224036e-05,0.9063739970062921,0.1,0.014366570530687186
4.143387501602446e-05,0.8777378078154213,0.1,0.014366570530687186
4.6699159795678515e-05,0.8611433793519979,0.1,0.014366570530687186
5.196444457533257e-05,0.844863028292709,0.1,0.014366570530687186
5.722972935498662e-05,0.8288908558683018,0.1,0.014366570530687186
6.249501413464067e-05,0.8132210680333711,0.1,0.014366570530687186
7.055418108519446e-05,0.789809210649532,0.1,0.014366570530687186
7.861334803574825e-05,0.7670725123769412,0.1,0.014366570530687186
8.667251498630204e-05,0.7449915901493687,0.1,0.014366570530687186
9.473168193685583e-05,0.7235476186126065,0.1,0.014366570530687186
0.00010279084888740962,0.7027223075656243,0.1,0.014366570530687186
0.00011085001583796341,0.6824978838793695,0.1,0.014366570530687186
0.0001237230434436279,0.6513968052662622,0.1,0.014366570530687186
0.0001365960710492924,0.6217171636738139,0.1,0.014366570530687186
0.0001494690986549569,0.5933942336106413,0.1,0.014366570530687186
0.0001623421262606214,0.5663662160654228,0.1,0.014366570530687186
0.0001752151538662859,0.5405741103423144,0.1,0.014366570530687186
0.00019509971422534077,0.5030328431220316,0.1,0.014366570530687186
0.00021498427458439563,0.4681109745286062,0.1,0.014366570530687186
0.00023486883494345048,0.4356262428762471,0.1,0.014366570530687186
0.00025475339530250533,0.405408995991655,0.1,0.014366570530687186
0.0002746379556615602,0.37730133648982717,0.1,0.014366570530687186
0.00029452251602061504,0.35115631576883916,0.1,0.014366570530687186
0.0003144070763796699,0.32683717702543236,0.1,0.014366570530687186
0.00033429163673872475,0.3042166519980824,0.1,0.014366570530687186
0.0003541761970977796,0.2831763091825385,0.1,0.014366570530687186
0.00037406075745683446,0.2636059465278907,0.1,0.014366570530687186
0.0003939453178158893,0.24540302351429508,0.1,0.014366570530687186
0.00041382987817494417,0.22847213095986227,0.1,0.014366570530687186
