Time,H_ppm,Relative_Uncertainty,W
4.253189679122677e-13,0.6509999993028218,0.1,0.014366570530687186
4.253614998090589e-09,0.6509930275945236,0.1,0.014366570530687186
4.678551178931736e-08,0.6509233154912782,0.1,0.014366570530687186
1.1389533382370097e-07,0.6508133330840633,0.1,0.014366570530687186
2.2916033895449382e-07,0.6506244745605908,0.1,0.014366570530687186
4.2801949060534453e-07,0.650298777478208,0.1,0.014366570530687186
7.731896655577415e-07,0.6497338345714909,0.1,0.014366570530687186
1.3828665834152096e-06,0.6487371695873205,0.1,0.014366570530687186
2.5843211247212214e-06,0.6467775719241681,0.1,0.014366570530687186
4.465551699781663e-06,0.6437211245115139,0.1,0.014366570530687186
6.346782274842104e-06,0.6406791262179922,0.1,0.014366570530687186
8.228012849902545e-06,0.6376515125853766,0.1,0.014366570530687186
1.0109243424962986e-05,0.6346382174848508,0.1,0.014366570530687186
1.2255689340272005e-05,0.6312175235015312,0.1,0.014366570530687186
1.4402135255581026e-05,0.6278152943930734,0.1,0.014366570530687186
1.6548581170890046e-05,0.6244314264171363,0.1,0.014366570530687186
2.0174245429477065e-05,0.6187569962931513,0.1,0.014366570530687186
2.3799909688064084e-05,0.6131341955869374,0.1,0.014366570530687186
2.7425573946651103e-05,0.607562559159229,0.1,0.014366570530687186
3.1051238205238125e-05,0.6020416278818861,0.1,0.014366570530687186
3.672061674409407e-05,0.5935092112178881,0.1,0.014366570530687186
4.238999528295001e-05,0.5850979419517901,0.1,0.014366570530687186
4.805937382180596e-05,0.5768061199018762,0.1,0.014366570530687186
5.945178729461882e-05,0.5604984446617522,0.1,0.014366570530687186
7.084420076743168e-05,0.544653041410342,0.1,0.014366570530687186
8.223661424024454e-05,0.5292569213823595,0.1,0.014366570530687186
9.36290277130574e-05,0.5142974783892877,0.1,0.014366570530687186
0.00010502144118587026,0.4997624717661439,0.1,0.014366570530687186
0.00011641385465868312,0.48563999523552703,0.1,0.014366570530687186
0.00012780626813149599,0.471918461135819,0.1,0.014366570530687186
0.00013919868160430885,0.45858659603740276,0.1,0.014366570530687186
0.0001580157786037992,0.4373903260484536,0.1,0.014366570530687186
0.00017683287560328956,0.41717974498556637,0.1,0.014366570530687186
0.0001956499726027799,0.3979094112736497,0.1,0.014366570530687186
0.00021446706960227027,0.37953594351345266,0.1,0.014366570530687186
0.00023328416660176062,0.36201792516174813,0.1,0.014366570530687186
0.000252101263601251,0.34531582012137263,0.1,0.014366570530687186
0.00027091836060074136,0.3293918926162965,0.1,0.014366570530687186
0.00028973545760023174,0.3142101285391005,0.1,0.014366570530687186
0.00030855255459972213,0.29973615879220405,0.1,0.014366570530687186
0.00034020113182731875,0.2768985244645449,0.1,0.014366570530687186
0.00036206931817921043,0.26215703290621667,0.1,0.014366570530687186
0.0003839375045311021,0.24821206541528798,0.1,0.014366570530687186
0.0004058056908829938,0.2350207771884686,0.1,0.014366570530687186
0.0004276738772348855,0.2225426071548369,0.1,0.014366570530687186
0.00044954206358677716,0.2107391773191332,0.1,0.014366570530687186
0.00047141024993866884,0.19957416549105508,0.1,0.014366570530687186
0.0004932784362905605,0.18901318206665993,0.1,0.014366570530687186
0.0005291061654564446,0.17293147879068094,0.1,0.014366570530687186
0.0005649338946223286,0.1582511541063547,0.1,0.014366570530687186
0.0006007616237882126,0.14485044483809498,0.1,0.014366570530687186
