Time,NO_ppm
0.367480369,3.47404956
0.408196211,2.859218431
0.462593545,3.006353562
0.539683821,3.456522491
0.630334513,3.599967713
0.752672301,3.434844274
0.875113868,4.185740807
1.015612929,4.324112404
1.151597615,4.615615235
1.301229201,5.363744335
1.432734107,6.113718391
1.582348397,6.709177496
1.691194954,7.461457745
1.831659421,7.294489351
1.981169932,6.973928485
2.112709431,8.029242531
2.248694118,8.320745362
2.402770891,8.305063247
2.516131822,8.904212262
