Time,H2
0.019312335,0.010081572
0.02629016,0.009941776
0.03490974,0.009766978
0.04763886,0.009630127
0.063240683,0.009423062
0.0829491,0.009182257
0.105531693,0.008907082
0.128111341,0.00856022
0.150280182,0.008213148
0.173684388,0.007938394
0.197087121,0.007627796
0.220483965,0.007173826
0.243060668,0.006755279
0.266454567,0.006229623
