Time,H_mol/cm^3,Relative_Uncertainty,W
5.49363E-05,1.15474E-13,.05,1e-10
7.80139E-05,3.14961E-13,.05,1e-10
0.000113681,6.42611E-13,.05,.2
0.000163619,1.15524E-12,.05,.2
0.000211029,1.51169E-12,.05,.2
0.000248382,1.95293E-12,.05,.2
0.000289925,2.35174E-12,.05,.2
0.000335671,2.86422E-12,.05,.2
0.000375528,3.16364E-12,.05,.2
0.000392736,3.36292E-12,.05,.2
