Time,CH2O
2.46495E-05,0.019921184
4.6207E-05,0.019768478
9.60982E-05,0.019424632
0.000146558,0.018560235
0.000196425,0.01795617
0.000246901,0.017277643
0.000296761,0.01659923
0.000348471,0.015920474
0.000398944,0.015204772
0.000448801,0.014489186
0.00049802,0.013550669
