Time,OH_ppm,Relative_Uncertainty,W
4.00E-06,0.1,0.05,0.017825907
4.40E-06,0.2,0.05,0.017825907
7.60E-06,0.1,0.05,0.017825907
8.00E-06,0.1,0.05,0.017825907
8.40E-06,0.3,0.05,0.017825907
8.80E-06,0.1,0.05,0.017825907
9.20E-06,0.1,0.05,0.017825907
9.60E-06,0.1,0.05,0.017825907
1.00E-05,0.2,0.05,0.017825907
1.04E-05,0.4,0.05,0.017825907
1.08E-05,0.2,0.05,0.017825907
1.12E-05,0.4,0.05,0.017825907
1.16E-05,0.7,0.05,0.017825907
1.20E-05,0.6,0.05,0.017825907
1.24E-05,0.6,0.05,0.017825907
1.28E-05,0.6,0.05,0.017825907
1.32E-05,0.6,0.05,0.017825907
1.36E-05,0.4,0.05,0.017825907
1.40E-05,0.4,0.05,0.017825907
1.44E-05,0.4,0.05,0.017825907
1.48E-05,0.6,0.05,0.017825907
1.52E-05,0.3,0.05,0.017825907
1.56E-05,0.6,0.05,0.017825907
1.60E-05,0.8,0.05,0.017825907
1.64E-05,0.6,0.05,0.017825907
1.68E-05,0.6,0.05,0.017825907
1.72E-05,0.2,0.05,0.017825907
1.76E-05,0.1,0.05,0.017825907
1.80E-05,0.4,0.05,0.017825907
1.88E-05,0.4,0.05,0.017825907
1.92E-05,0.1,0.05,0.017825907
1.96E-05,0.1,0.05,0.017825907
2.00E-05,0.1,0.05,0.017825907
2.04E-05,0.1,0.05,0.017825907
2.08E-05,0.1,0.05,0.017825907
2.12E-05,0.1,0.05,0.017825907
2.16E-05,0.2,0.05,0.017825907
2.20E-05,0.2,0.05,0.017825907
2.24E-05,0.2,0.05,0.017825907
2.28E-05,0.5,0.05,0.017825907
2.32E-05,0.2,0.05,0.017825907
2.36E-05,0.4,0.05,0.017825907
2.48E-05,0.2,0.05,0.017825907
2.56E-05,0.1,0.05,0.017825907
2.68E-05,0.2,0.05,0.017825907
2.72E-05,0.1,0.05,0.017825907
2.76E-05,0.1,0.05,0.017825907
2.80E-05,0.4,0.05,0.017825907
2.84E-05,0.5,0.05,0.017825907
2.88E-05,0.4,0.05,0.017825907
2.92E-05,0.4,0.05,0.017825907
2.96E-05,0.4,0.05,0.017825907
3.00E-05,0.5,0.05,0.017825907
3.04E-05,0.3,0.05,0.017825907
3.08E-05,0.3,0.05,0.017825907
3.28E-05,0.1,0.05,0.017825907
3.48E-05,0.2,0.05,0.017825907
3.52E-05,0.3,0.05,0.017825907
3.56E-05,0.1,0.05,0.017825907
3.64E-05,0.1,0.05,0.017825907
3.68E-05,0.5,0.05,0.017825907
3.72E-05,0.5,0.05,0.017825907
3.76E-05,0.3,0.05,0.017825907
3.80E-05,0.1,0.05,0.017825907
3.84E-05,0.1,0.05,0.017825907
3.88E-05,0.2,0.05,0.017825907
3.92E-05,0.3,0.05,0.017825907
3.96E-05,0.1,0.05,0.017825907
4.00E-05,0.7,0.05,0.017825907
4.04E-05,0.4,0.05,0.017825907
4.08E-05,0.1,0.05,0.017825907
4.12E-05,0.2,0.05,0.017825907
4.16E-05,0.2,0.05,0.017825907
4.80E-05,0.2,0.05,0.017825907
4.84E-05,0.2,0.05,0.017825907
5.08E-05,0.1,0.05,0.017825907
5.16E-05,0.2,0.05,0.017825907
5.20E-05,0.3,0.05,0.017825907
5.24E-05,0.1,0.05,0.017825907
5.28E-05,0.4,0.05,0.017825907
5.32E-05,0.4,0.05,0.017825907
5.36E-05,0.6,0.05,0.017825907
5.40E-05,0.3,0.05,0.017825907
5.44E-05,0.4,0.05,0.017825907
5.48E-05,1,0.05,0.017825907
5.52E-05,0.5,0.05,0.017825907
5.56E-05,0.4,0.05,0.017825907
5.60E-05,0.6,0.05,0.017825907
5.64E-05,0.4,0.05,0.017825907
5.68E-05,0.4,0.05,0.017825907
5.72E-05,0.4,0.05,0.017825907
5.76E-05,0.5,0.05,0.017825907
5.80E-05,0.5,0.05,0.017825907
5.84E-05,0.7,0.05,0.017825907
5.88E-05,0.7,0.05,0.017825907
5.92E-05,0.9,0.05,0.017825907
5.96E-05,1,0.05,0.017825907
6.00E-05,0.6,0.05,0.017825907
6.04E-05,0.7,0.05,0.017825907
6.08E-05,0.7,0.05,0.017825907
6.12E-05,0.7,0.05,0.017825907
6.16E-05,0.7,0.05,0.017825907
6.20E-05,0.5,0.05,0.017825907
6.24E-05,0.8,0.05,0.017825907
6.28E-05,0.5,0.05,0.017825907
6.32E-05,0.6,0.05,0.017825907
6.36E-05,0.2,0.05,0.017825907
6.40E-05,0.1,0.05,0.017825907
6.44E-05,0.6,0.05,0.017825907
6.48E-05,0.7,0.05,0.017825907
6.52E-05,0.6,0.05,0.017825907
6.56E-05,0.6,0.05,0.017825907
6.60E-05,0.8,0.05,0.017825907
6.64E-05,0.6,0.05,0.017825907
6.68E-05,0.7,0.05,0.017825907
6.72E-05,0.8,0.05,0.017825907
6.76E-05,0.9,0.05,0.017825907
6.80E-05,0.5,0.05,0.017825907
6.84E-05,0.7,0.05,0.017825907
6.88E-05,0.4,0.05,0.017825907
6.92E-05,0.4,0.05,0.017825907
6.96E-05,0.4,0.05,0.017825907
7.00E-05,0.5,0.05,0.017825907
7.04E-05,0.6,0.05,0.017825907
7.08E-05,0.3,0.05,0.017825907
7.12E-05,0.6,0.05,0.017825907
7.16E-05,0.6,0.05,0.017825907
7.20E-05,0.7,0.05,0.017825907
7.24E-05,0.6,0.05,0.017825907
7.28E-05,1.1,0.05,0.017825907
7.32E-05,0.8,0.05,0.017825907
7.36E-05,0.7,0.05,0.017825907
7.40E-05,0.7,0.05,0.017825907
7.44E-05,0.5,0.05,0.017825907
7.48E-05,0.7,0.05,0.017825907
7.52E-05,0.8,0.05,0.017825907
7.56E-05,0.8,0.05,0.017825907
7.60E-05,0.8,0.05,0.017825907
7.64E-05,0.5,0.05,0.017825907
7.68E-05,0.5,0.05,0.017825907
7.72E-05,0.8,0.05,0.017825907
7.76E-05,1.3,0.05,0.017825907
7.80E-05,0.8,0.05,0.017825907
7.84E-05,1.1,0.05,0.017825907
7.88E-05,1.2,0.05,0.017825907
7.92E-05,0.9,0.05,0.017825907
7.96E-05,1,0.05,0.017825907
8.00E-05,1.2,0.05,0.017825907
8.04E-05,1.3,0.05,0.017825907
8.08E-05,1.1,0.05,0.017825907
8.12E-05,1,0.05,0.017825907
8.16E-05,0.8,0.05,0.017825907
8.20E-05,0.9,0.05,0.017825907
8.24E-05,0.7,0.05,0.017825907
8.28E-05,0.7,0.05,0.017825907
8.32E-05,0.3,0.05,0.017825907
8.36E-05,0.7,0.05,0.017825907
8.40E-05,1,0.05,0.017825907
8.44E-05,0.6,0.05,0.017825907
8.48E-05,0.7,0.05,0.017825907
8.52E-05,0.6,0.05,0.017825907
8.56E-05,0.5,0.05,0.017825907
8.60E-05,1,0.05,0.017825907
8.64E-05,1.1,0.05,0.017825907
8.68E-05,0.9,0.05,0.017825907
8.72E-05,0.5,0.05,0.017825907
8.76E-05,0.4,0.05,0.017825907
8.80E-05,0.5,0.05,0.017825907
8.84E-05,0.5,0.05,0.017825907
8.88E-05,0.4,0.05,0.017825907
8.92E-05,0.2,0.05,0.017825907
8.96E-05,0.8,0.05,0.017825907
9.00E-05,0.5,0.05,0.017825907
9.04E-05,0.3,0.05,0.017825907
9.08E-05,0.4,0.05,0.017825907
9.12E-05,0.7,0.05,0.017825907
9.16E-05,0.6,0.05,0.017825907
9.20E-05,0.9,0.05,0.017825907
9.24E-05,0.4,0.05,0.017825907
9.28E-05,0.1,0.05,0.017825907
9.32E-05,0.3,0.05,0.017825907
9.36E-05,0.5,0.05,0.017825907
9.40E-05,0.6,0.05,0.017825907
9.44E-05,0.4,0.05,0.017825907
9.48E-05,0.7,0.05,0.017825907
9.52E-05,0.6,0.05,0.017825907
9.56E-05,0.6,0.05,0.017825907
9.60E-05,0.8,0.05,0.017825907
9.64E-05,0.6,0.05,0.017825907
9.68E-05,0.6,0.05,0.017825907
9.72E-05,0.7,0.05,0.017825907
9.76E-05,0.6,0.05,0.017825907
9.80E-05,0.4,0.05,0.017825907
9.84E-05,0.7,0.05,0.017825907
9.88E-05,0.6,0.05,0.017825907
9.92E-05,0.6,0.05,0.017825907
9.96E-05,0.5,0.05,0.017825907
0.0001,0.5,0.05,0.017825907
0.0001004,0.1,0.05,0.017825907
0.0001008,0.5,0.05,0.017825907
0.0001012,0.5,0.05,0.017825907
0.0001016,0.7,0.05,0.017825907
0.000102,0.8,0.05,0.017825907
0.0001024,1.2,0.05,0.017825907
0.0001028,0.7,0.05,0.017825907
0.0001032,0.8,0.05,0.017825907
0.0001036,1,0.05,0.017825907
0.000104,0.9,0.05,0.017825907
0.0001044,0.7,0.05,0.017825907
0.0001048,0.9,0.05,0.017825907
0.0001052,0.7,0.05,0.017825907
0.0001056,1.1,0.05,0.017825907
0.000106,0.8,0.05,0.017825907
0.0001064,0.7,0.05,0.017825907
0.0001068,0.7,0.05,0.017825907
0.0001072,0.5,0.05,0.017825907
0.0001076,0.4,0.05,0.017825907
0.000108,0.5,0.05,0.017825907
0.0001084,0.4,0.05,0.017825907
0.0001088,0.2,0.05,0.017825907
0.0001092,0.5,0.05,0.017825907
0.0001096,0.6,0.05,0.017825907
0.00011,0.1,0.05,0.017825907
0.0001104,0.4,0.05,0.017825907
0.0001108,0.3,0.05,0.017825907
0.0001112,0.1,0.05,0.017825907
0.0001116,0.4,0.05,0.017825907
0.000112,0.7,0.05,0.017825907
0.0001124,0.5,0.05,0.017825907
0.0001128,0.4,0.05,0.017825907
0.0001132,0.4,0.05,0.017825907
0.0001136,0.5,0.05,0.017825907
0.000114,0.5,0.05,0.017825907
0.0001144,0.7,0.05,0.017825907
0.0001148,0.4,0.05,0.017825907
0.0001152,0.5,0.05,0.017825907
0.0001156,0.9,0.05,0.017825907
0.000116,0.8,0.05,0.017825907
0.0001164,0.4,0.05,0.017825907
0.0001168,0.9,0.05,0.017825907
0.0001172,0.6,0.05,0.017825907
0.0001176,0.8,0.05,0.017825907
0.000118,0.7,0.05,0.017825907
0.0001184,0.5,0.05,0.017825907
0.0001188,0.7,0.05,0.017825907
0.0001192,0.6,0.05,0.017825907
0.0001196,0.7,0.05,0.017825907
0.00012,0.9,0.05,0.017825907
0.0001204,0.9,0.05,0.017825907
0.0001208,0.4,0.05,0.017825907
0.0001212,0.2,0.05,0.017825907
0.0001216,0.4,0.05,0.017825907
0.000122,0.4,0.05,0.017825907
0.0001224,0.8,0.05,0.017825907
0.0001228,0.6,0.05,0.017825907
0.0001232,0.9,0.05,0.017825907
0.0001236,0.8,0.05,0.017825907
0.000124,0.7,0.05,0.017825907
0.0001244,0.7,0.05,0.017825907
0.0001248,0.6,0.05,0.017825907
0.0001252,0.8,0.05,0.017825907
0.0001256,1.3,0.05,0.017825907
0.000126,1.2,0.05,0.017825907
0.0001264,1.1,0.05,0.017825907
0.0001268,0.9,0.05,0.017825907
0.0001272,1,0.05,0.017825907
0.0001276,0.9,0.05,0.017825907
0.000128,0.8,0.05,0.017825907
0.0001284,0.7,0.05,0.017825907
0.0001288,0.8,0.05,0.017825907
0.0001292,0.9,0.05,0.017825907
0.0001296,0.6,0.05,0.017825907
0.00013,0.4,0.05,0.017825907
0.0001304,0.7,0.05,0.017825907
0.0001308,0.7,0.05,0.017825907
0.0001312,0.9,0.05,0.017825907
0.0001316,0.6,0.05,0.017825907
0.000132,0.5,0.05,0.017825907
0.0001324,0.8,0.05,0.017825907
0.0001328,0.9,0.05,0.017825907
0.0001332,0.4,0.05,0.017825907
0.0001336,0.6,0.05,0.017825907
0.000134,0.7,0.05,0.017825907
0.0001344,0.4,0.05,0.017825907
0.0001348,0.6,0.05,0.017825907
0.0001352,0.4,0.05,0.017825907
0.0001356,0.5,0.05,0.017825907
0.000136,0.7,0.05,0.017825907
0.0001364,0.5,0.05,0.017825907
0.0001368,0.9,0.05,0.017825907
0.0001372,0.9,0.05,0.017825907
