Time,H_ppm,Relative_Uncertainty,W
4.554168659236893e-13,0.7679999992663455,0.1,0.01796053020267749
4.554624076102817e-09,0.7679926627933268,0.1,0.01796053020267749
5.0096310668471745e-08,0.767919302823771,0.1,0.01796053020267749
1.1880408824012101e-07,0.7678086388118451,0.1,0.01796053020267749
2.3517749277437645e-07,0.7676212386787883,0.1,0.01796053020267749
4.3485355078723985e-07,0.7672998013358987,0.1,0.01796053020267749
7.805455428051776e-07,0.7667436319862345,0.1,0.01796053020267749
1.3885768498134247e-06,0.7657663916069898,0.1,0.01796053020267749
2.5547453734157005e-06,0.7638956496429468,0.1,0.01796053020267749
4.728005484029315e-06,0.7604217607095896,0.1,0.01796053020267749
6.90126559464293e-06,0.7569639713370554,0.1,0.01796053020267749
9.074525705256545e-06,0.7535222130329459,0.1,0.01796053020267749
1.124778581587016e-05,0.7500964151958356,0.1,0.01796053020267749
1.3493023488361534e-05,0.7465738555281367,0.1,0.01796053020267749
1.5738261160852907e-05,0.7430681854223945,0.1,0.01796053020267749
1.798349883334428e-05,0.7395793211715445,0.1,0.01796053020267749
2.293480698644266e-05,0.7319445120801331,0.1,0.01796053020267749
2.788611513954104e-05,0.7243902088130512,0.1,0.01796053020267749
3.283742329263942e-05,0.716915586546608,0.1,0.01796053020267749
3.7788731445737805e-05,0.7095198329015916,0.1,0.01796053020267749
4.274003959883619e-05,0.7022021434467324,0.1,0.01796053020267749
4.769134775193457e-05,0.6949617207082821,0.1,0.01796053020267749
5.264265590503295e-05,0.6877977743270228,0.1,0.01796053020267749
6.638015330773228e-05,0.6683152491417094,0.1,0.01796053020267749
7.550517088044288e-05,0.6556881443218615,0.1,0.01796053020267749
8.463018845315348e-05,0.6433061673221571,0.1,0.01796053020267749
9.375520602586408e-05,0.6311647017412737,0.1,0.01796053020267749
0.00010288022359857468,0.6192592124775647,0.1,0.01796053020267749
0.00011200524117128528,0.6075852399405146,0.1,0.01796053020267749
0.00012570736916717865,0.590480849723514,0.1,0.01796053020267749
0.00014758275362291947,0.5641993942093378,0.1,0.01796053020267749
0.00016945813807866028,0.5391294850784627,0.1,0.01796053020267749
0.00019441703619050532,0.5119358474888197,0.1,0.01796053020267749
0.00021937593430235036,0.48617110948330833,0.1,0.01796053020267749
0.00024433483241419543,0.4617617477645841,0.1,0.01796053020267749
0.00026929373052604047,0.43863785633462693,0.1,0.01796053020267749
0.0002942526286378855,0.41673298526570196,0.1,0.01796053020267749
0.00031921152674973055,0.39598398890874204,0.1,0.01796053020267749
0.0003441704248615756,0.3763308773807011,0.1,0.01796053020267749
0.00037114551730651335,0.35625670699835726,0.1,0.01796053020267749
0.0003981206097514511,0.3373279561937241,0.1,0.01796053020267749
0.0004250957021963889,0.3194801618822906,0.1,0.01796053020267749
0.00045207079464132664,0.3026523847945066,0.1,0.01796053020267749
0.0004790458870862644,0.28678703736255723,0.1,0.01796053020267749
0.0005060209795312022,0.27182970902215076,0.1,0.01796053020267749
0.0005521742930185981,0.24819815811029403,0.1,0.01796053020267749
0.000598327606505994,0.22683709244457118,0.1,0.01796053020267749
0.00064448091999339,0.20753023859205588,0.1,0.01796053020267749
0.0006906342334807859,0.19008156762899953,0.1,0.01796053020267749
0.0007367875469681818,0.17431348682455117,0.1,0.01796053020267749
