Time,CH2O_ppm
0.204360178,9.347826087
0.259387352,13.04347826
0.325592885,16.08695652
0.391983696,19.7826087
0.455224802,22.39130435
0.532639575,24.89130435
0.592514822,25.65217391
0.655385375,26.95652174
0.786406868,28.15217391
0.851624259,27.7173913
0.916965168,27.7173913
0.990612648,26.95652174
1.053050889,26.73913043
1.123795702,25.76086957
