Time,OH_ppm,Relative_Uncertainty,W
5.20E-06,0.1,0.05,0.016752981
5.60E-06,0.1,0.05,0.016752981
1.08E-05,0.2,0.05,0.016752981
1.40E-05,0.1,0.05,0.016752981
1.88E-05,0.1,0.05,0.016752981
2.44E-05,0.1,0.05,0.016752981
2.48E-05,0.1,0.05,0.016752981
2.52E-05,0.1,0.05,0.016752981
2.60E-05,0.1,0.05,0.016752981
3.00E-05,0.3,0.05,0.016752981
3.04E-05,0.2,0.05,0.016752981
3.08E-05,0.1,0.05,0.016752981
3.12E-05,0.2,0.05,0.016752981
3.16E-05,0.2,0.05,0.016752981
3.24E-05,0.1,0.05,0.016752981
3.28E-05,0.6,0.05,0.016752981
3.32E-05,0.5,0.05,0.016752981
3.36E-05,0.5,0.05,0.016752981
3.40E-05,0.5,0.05,0.016752981
3.44E-05,0.1,0.05,0.016752981
3.48E-05,0.5,0.05,0.016752981
3.52E-05,0.4,0.05,0.016752981
3.56E-05,0.3,0.05,0.016752981
3.60E-05,0.2,0.05,0.016752981
3.92E-05,0.5,0.05,0.016752981
3.96E-05,0.2,0.05,0.016752981
4.36E-05,0.1,0.05,0.016752981
4.40E-05,0.2,0.05,0.016752981
4.44E-05,0.2,0.05,0.016752981
4.48E-05,0.1,0.05,0.016752981
4.52E-05,0.1,0.05,0.016752981
4.64E-05,0.2,0.05,0.016752981
4.68E-05,0.1,0.05,0.016752981
4.72E-05,0.5,0.05,0.016752981
4.76E-05,0.1,0.05,0.016752981
4.80E-05,0.4,0.05,0.016752981
4.84E-05,0.5,0.05,0.016752981
4.88E-05,0.5,0.05,0.016752981
4.92E-05,0.6,0.05,0.016752981
4.96E-05,0.1,0.05,0.016752981
5.00E-05,0.3,0.05,0.016752981
5.28E-05,0.1,0.05,0.016752981
5.36E-05,0.1,0.05,0.016752981
5.40E-05,0.3,0.05,0.016752981
5.48E-05,0.2,0.05,0.016752981
5.52E-05,0.4,0.05,0.016752981
5.56E-05,0.3,0.05,0.016752981
5.60E-05,0.5,0.05,0.016752981
5.64E-05,0.6,0.05,0.016752981
5.68E-05,0.5,0.05,0.016752981
5.72E-05,0.2,0.05,0.016752981
5.76E-05,0.6,0.05,0.016752981
