Time,CH2O
2.23197E-05,0.009639859
4.73939E-05,0.008171068
7.18722E-05,0.007014132
9.74472E-05,0.006255999
0.000123263,0.005099295
0.00014808,0.003959749
0.000174059,0.003496313
0.000200347,0.002928946
0.000224976,0.002413283
0.000251019,0.002227156
0.000274089,0.002196492
0.000299439,0.001906258
