Time,C2H4_ppm
0.278207309,0.185213821
0.339853616,0.455990241
0.410803567,0.694053571
0.491005618,0.966067041
0.555796093,1.170386406
0.636101232,1.309073415
0.713339519,1.414222635
0.799907221,1.453327148
0.874104428,1.491606962
0.963790526,1.497586035
1.022576156,1.468171744
1.103035926,1.406869062
1.177465079,1.145164339
1.251713829,1.116780922
1.332276687,0.922151779
