Time,OH_mol/cm^3
8.16171E-05,6.94521E-12
0.000113673,8.97966E-12
0.000150478,1.0944E-11
0.000192001,1.29083E-11
0.000237742,1.59249E-11
0.000316702,1.85206E-11
0.00039616,2.00639E-11
0.000494585,2.13969E-11
0.00059806,2.20282E-11
0.000682368,2.3291E-11
0.000757408,2.4203E-11
0.000884368,2.50448E-11
