Time,CO2
0.277777778,7.13967E-05
0.333333333,9.37082E-05
0.416666667,0.000117135
0.487654321,0.000140066
0.552469136,0.00020291
0.62962963,0.000206009
0.706790123,0.000269349
0.799382716,0.000313228
0.87654321,0.000316327
0.938271605,0.000318806
1.021604938,0.000422554
1.101851852,0.000405697
1.179012346,0.000408796
1.25,0.000451807
1.324074074,0.000515023
