Time,HCO_ppm
2.73245E-06,207.5949367
4.66793E-06,188.6075949
5.4649E-06,160.1265823
6.71727E-06,142.4050633
7.85579E-06,117.0886076
9.22201E-06,101.8987342
1.11575E-05,79.11392405
1.29791E-05,62.65822785
1.54839E-05,48.73417722
1.98102E-05,33.5443038
2.34535E-05,23.41772152
2.96015E-05,17.08860759
3.51803E-05,12.02531646
4.00759E-05,12.02531646
4.56546E-05,8.860759494
5.12334E-05,6.962025316
5.6926E-05,8.227848101
6.19355E-05,7.594936709
