time,Absorbance_157
8.81E-05,2.31926E-05
9.02E-05,2.65357E-05
9.25E-05,3.13096E-05
9.46E-05,3.5606E-05
9.64E-05,4.03781E-05
9.87E-05,4.70585E-05
0.000100828,5.18315E-05
0.000102877,6.13708E-05
0.000104932,6.99569E-05
0.000106715,7.9972E-05
0.000109015,9.14187E-05
0.000112371,0.000102869
0.000114651,0.000117652
0.000117718,0.000132914
0.000120547,0.000144362
0.000123363,0.000157717
0.000124903,0.000164395
0.000126958,0.000172981
0.000129019,0.000180614
0.000131871,0.000188249
