Temp,k_original,,Temp_optimized,k_optimized,,Michael_high_temp_T,Michael_k,,Baldwin_and_Walker_T,Baldwin_and_Walker_k,,,Temp_Kyser,k_Kyser,,Temp_Srindharan,k_Sridharan,,Baldwin_and_Walker_T_reinturp,Baldwin_and_Walker_k_reinturp,,,Balch_T,Balch_k,,,,Temp_B,k_B,,,Temp_B_low,k_B_low
458,3.31671E+12,,458,5.434E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,3.32565E+12,,459,5.44566E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,3.3346E+12,,460,5.45735E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,3.34357E+12,,461,5.46906E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,3.35256E+12,,462,5.4808E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,3.36156E+12,,463,5.49256E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,3.37057E+12,,464,5.50434E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,3.37961E+12,,465,5.51614E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,3.38865E+12,,466,5.52798E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,3.39772E+12,,467,5.53983E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,3.40679E+12,,468,5.55171E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,3.41589E+12,,469,5.56361E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,3.425E+12,,470,5.57554E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,3.43412E+12,,471,5.58749E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,3.44326E+12,,472,5.59946E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,3.45242E+12,,473,5.61146E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,3.46159E+12,,474,5.62348E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,3.47078E+12,,475,5.63552E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,3.47998E+12,,476,5.64759E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,3.4892E+12,,477,5.65968E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,3.49843E+12,,478,5.6718E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,3.50768E+12,,479,5.68393E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,3.51695E+12,,480,5.69609E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,3.52622E+12,,481,5.70828E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,3.53552E+12,,482,5.72049E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,3.54483E+12,,483,5.73272E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,3.55416E+12,,484,5.74497E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,3.5635E+12,,485,5.75725E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,3.57285E+12,,486,5.76955E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,3.58223E+12,,487,5.78187E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,3.59161E+12,,488,5.79422E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,3.60102E+12,,489,5.80658E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,3.61043E+12,,490,5.81898E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,3.61987E+12,,491,5.83139E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,3.62932E+12,,492,5.84383E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,3.63878E+12,,493,5.85629E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,3.64826E+12,,494,5.86877E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,3.65775E+12,,495,5.88127E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,3.66726E+12,,496,5.8938E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,3.67679E+12,,497,5.90635E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,3.68633E+12,,498,5.91892E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,3.69588E+12,,499,5.93152E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,3.70545E+12,,500,5.94414E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,3.71504E+12,,501,5.95678E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,3.72464E+12,,502,5.96944E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,3.73425E+12,,503,5.98212E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,3.74388E+12,,504,5.99483E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,3.75353E+12,,505,6.00756E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,3.76319E+12,,506,6.02031E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,3.77287E+12,,507,6.03308E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,3.78256E+12,,508,6.04588E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,3.79227E+12,,509,6.0587E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,3.80199E+12,,510,6.07154E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,3.81172E+12,,511,6.0844E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,3.82148E+12,,512,6.09728E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,3.83124E+12,,513,6.11019E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,3.84102E+12,,514,6.12312E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,3.85082E+12,,515,6.13607E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,3.86063E+12,,516,6.14904E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,3.87046E+12,,517,6.16204E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,3.8803E+12,,518,6.17505E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,3.89016E+12,,519,6.18809E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,3.90003E+12,,520,6.20115E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,3.90992E+12,,521,6.21423E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,3.91982E+12,,522,6.22733E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,3.92974E+12,,523,6.24046E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,3.93967E+12,,524,6.2536E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,3.94962E+12,,525,6.26677E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,3.95958E+12,,526,6.27996E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,3.96956E+12,,527,6.29317E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,3.97955E+12,,528,6.3064E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,3.98955E+12,,529,6.31966E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,3.99958E+12,,530,6.33293E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,4.00961E+12,,531,6.34623E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,4.01966E+12,,532,6.35955E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,4.02973E+12,,533,6.37289E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,4.03981E+12,,534,6.38625E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,4.04991E+12,,535,6.39963E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,4.06002E+12,,536,6.41303E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,4.07014E+12,,537,6.42646E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,4.08028E+12,,538,6.4399E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,4.09044E+12,,539,6.45337E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,4.10061E+12,,540,6.46686E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,4.1108E+12,,541,6.48037E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,4.121E+12,,542,6.4939E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,4.13121E+12,,543,6.50745E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,4.14144E+12,,544,6.52103E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,4.15168E+12,,545,6.53462E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,4.16194E+12,,546,6.54824E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,4.17222E+12,,547,6.56187E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,4.18251E+12,,548,6.57553E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,4.19281E+12,,549,6.58921E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,4.20313E+12,,550,6.60291E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,4.21346E+12,,551,6.61663E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,4.22381E+12,,552,6.63037E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,4.23417E+12,,553,6.64413E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,4.24455E+12,,554,6.65791E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,4.25494E+12,,555,6.67172E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,4.26535E+12,,556,6.68554E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,4.27577E+12,,557,6.69939E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,4.28621E+12,,558,6.71325E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,4.29666E+12,,559,6.72714E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,4.30712E+12,,560,6.74105E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,4.3176E+12,,561,6.75498E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,4.3281E+12,,562,6.76892E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,4.33861E+12,,563,6.78289E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,4.34913E+12,,564,6.79688E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,4.35967E+12,,565,6.8109E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,4.37022E+12,,566,6.82493E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,4.38079E+12,,567,6.83898E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,4.39137E+12,,568,6.85305E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,4.40197E+12,,569,6.86714E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,4.41258E+12,,570,6.88126E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,4.42321E+12,,571,6.89539E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,4.43385E+12,,572,6.90955E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,4.44451E+12,,573,6.92372E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,4.45518E+12,,574,6.93792E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,4.46587E+12,,575,6.95213E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,4.47656E+12,,576,6.96637E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,4.48728E+12,,577,6.98063E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,4.49801E+12,,578,6.9949E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,4.50875E+12,,579,7.0092E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,4.51951E+12,,580,7.02352E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,4.53028E+12,,581,7.03786E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,4.54107E+12,,582,7.05222E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,4.55187E+12,,583,7.06659E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,4.56269E+12,,584,7.08099E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,4.57352E+12,,585,7.09541E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,4.58437E+12,,586,7.10985E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,4.59523E+12,,587,7.12431E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,4.6061E+12,,588,7.13879E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,4.61699E+12,,589,7.15329E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,4.62789E+12,,590,7.16781E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,4.63881E+12,,591,7.18235E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,4.64974E+12,,592,7.19691E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,4.66069E+12,,593,7.21149E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,4.67165E+12,,594,7.22609E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,4.68263E+12,,595,7.24071E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,4.69362E+12,,596,7.25535E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,4.70463E+12,,597,7.27001E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,4.71564E+12,,598,7.28469E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,4.72668E+12,,599,7.29939E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,4.73773E+12,,600,7.31411E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,4.74879E+12,,601,7.32885E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,4.75987E+12,,602,7.34362E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,4.77096E+12,,603,7.3584E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,4.78207E+12,,604,7.3732E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,4.79319E+12,,605,7.38802E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,4.80432E+12,,606,7.40286E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,4.81547E+12,,607,7.41772E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,4.82664E+12,,608,7.4326E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,4.83782E+12,,609,7.44749E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,4.84901E+12,,610,7.46241E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,4.86022E+12,,611,7.47735E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,4.87144E+12,,612,7.49231E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,4.88267E+12,,613,7.50729E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,4.89392E+12,,614,7.52229E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,4.90519E+12,,615,7.53731E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,4.91647E+12,,616,7.55235E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,4.92776E+12,,617,7.5674E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,4.93907E+12,,618,7.58248E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,4.95039E+12,,619,7.59758E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,4.96173E+12,,620,7.61269E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,4.97308E+12,,621,7.62783E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,4.98445E+12,,622,7.64299E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,4.99583E+12,,623,7.65816E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,5.00722E+12,,624,7.67336E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,5.01863E+12,,625,7.68857E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,5.03005E+12,,626,7.70381E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,5.04149E+12,,627,7.71906E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,5.05294E+12,,628,7.73433E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,5.06441E+12,,629,7.74963E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,5.07589E+12,,630,7.76494E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,5.08738E+12,,631,7.78027E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,5.09889E+12,,632,7.79562E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,5.11042E+12,,633,7.81099E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,5.12195E+12,,634,7.82639E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,5.13351E+12,,635,7.8418E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,5.14507E+12,,636,7.85723E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,5.15665E+12,,637,7.87267E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,5.16825E+12,,638,7.88814E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,5.17986E+12,,639,7.90363E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,5.19148E+12,,640,7.91914E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,5.20312E+12,,641,7.93467E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,5.21477E+12,,642,7.95021E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,5.22644E+12,,643,7.96578E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,5.23812E+12,,644,7.98136E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,5.24981E+12,,645,7.99697E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,5.26152E+12,,646,8.01259E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,5.27324E+12,,647,8.02823E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,5.28498E+12,,648,8.04389E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,5.29673E+12,,649,8.05958E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,5.3085E+12,,650,8.07528E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,5.32028E+12,,651,8.091E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,5.33208E+12,,652,8.10674E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,5.34388E+12,,653,8.12249E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,5.35571E+12,,654,8.13827E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,5.36755E+12,,655,8.15407E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,5.3794E+12,,656,8.16989E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,5.39126E+12,,657,8.18572E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,5.40314E+12,,658,8.20158E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,5.41504E+12,,659,8.21745E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,5.42695E+12,,660,8.23334E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,5.43887E+12,,661,8.24926E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,5.4508E+12,,662,8.26519E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,5.46276E+12,,663,8.28114E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,5.47472E+12,,664,8.29711E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,5.4867E+12,,665,8.3131E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,5.49869E+12,,666,8.3291E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,5.5107E+12,,667,8.34513E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,5.52272E+12,,668,8.36118E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,5.53476E+12,,669,8.37724E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,5.54681E+12,,670,8.39333E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,5.55888E+12,,671,8.40943E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,5.57095E+12,,672,8.42555E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,5.58305E+12,,673,8.4417E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,5.59515E+12,,674,8.45786E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,5.60728E+12,,675,8.47404E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,5.61941E+12,,676,8.49023E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,5.63156E+12,,677,8.50645E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,5.64372E+12,,678,8.52269E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,5.6559E+12,,679,8.53894E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,5.66809E+12,,680,8.55522E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,5.6803E+12,,681,8.57151E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,5.69252E+12,,682,8.58782E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,5.70475E+12,,683,8.60416E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,5.717E+12,,684,8.62051E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,5.72927E+12,,685,8.63688E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,5.74154E+12,,686,8.65326E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,5.75383E+12,,687,8.66967E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,5.76614E+12,,688,8.6861E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,5.77846E+12,,689,8.70254E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,5.79079E+12,,690,8.71901E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,5.80314E+12,,691,8.73549E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,5.8155E+12,,692,8.75199E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,5.82788E+12,,693,8.76851E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,5.84027E+12,,694,8.78505E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,5.85267E+12,,695,8.80161E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,5.86509E+12,,696,8.81819E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,5.87752E+12,,697,8.83478E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,5.88997E+12,,698,8.8514E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,5.90243E+12,,699,8.86803E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,5.9149E+12,,700,8.88468E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,5.92739E+12,,701,8.90136E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,5.93989E+12,,702,8.91805E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,5.95241E+12,,703,8.93475E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,5.96494E+12,,704,8.95148E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,5.97748E+12,,705,8.96823E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,5.99004E+12,,706,8.98499E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,6.00261E+12,,707,9.00178E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,6.0152E+12,,708,9.01858E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,6.0278E+12,,709,9.0354E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,6.04042E+12,,710,9.05224E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,6.05305E+12,,711,9.0691E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,6.06569E+12,,712,9.08598E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,6.07835E+12,,713,9.10287E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,6.09102E+12,,714,9.11979E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,6.1037E+12,,715,9.13672E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,6.1164E+12,,716,9.15367E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,6.12911E+12,,717,9.17064E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,6.14184E+12,,718,9.18763E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,6.15458E+12,,719,9.20464E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,6.16734E+12,,720,9.22167E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,6.18011E+12,,721,9.23871E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,6.19289E+12,,722,9.25578E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,6.20569E+12,,723,9.27286E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,6.2185E+12,,724,9.28996E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,6.23133E+12,,725,9.30708E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,6.24417E+12,,726,9.32422E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,6.25702E+12,,727,9.34138E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,6.26989E+12,,728,9.35855E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,6.28277E+12,,729,9.37575E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,6.29566E+12,,730,9.39296E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,6.30857E+12,,731,9.41019E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,6.3215E+12,,732,9.42744E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,6.33443E+12,,733,9.44471E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
