Temp,k_original,,Temp_optimized,k_optimized,,Michael_high_temp_T,Michael_k,,Baldwin_and_Walker_T,Baldwin_and_Walker_k,,,Temp_Kyser,k_Kyser,,Temp_Srindharan,k_Sridharan,,Baldwin_and_Walker_T_reinturp,Baldwin_and_Walker_k_reinturp,,,Balch_T,Balch_k,,,,Temp_B,k_B,,,Temp_B_low,k_B_low
734,6.34738E+12,,734,9.462E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,6.36035E+12,,735,9.4793E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,6.37333E+12,,736,9.49663E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,6.38632E+12,,737,9.51397E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,6.39933E+12,,738,9.53133E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,6.41235E+12,,739,9.54871E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,6.42539E+12,,740,9.56611E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,6.43844E+12,,741,9.58353E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,6.4515E+12,,742,9.60096E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,6.46458E+12,,743,9.61842E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,6.47767E+12,,744,9.63589E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,6.49077E+12,,745,9.65338E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,6.50389E+12,,746,9.67089E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,6.51703E+12,,747,9.68842E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,6.53017E+12,,748,9.70596E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,6.54333E+12,,749,9.72353E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,6.55651E+12,,750,9.74111E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,6.5697E+12,,751,9.75871E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,6.5829E+12,,752,9.77633E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,6.59612E+12,,753,9.79397E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,6.60935E+12,,754,9.81162E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,6.62259E+12,,755,9.8293E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,6.63585E+12,,756,9.84699E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,6.64912E+12,,757,9.86471E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,6.66241E+12,,758,9.88244E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,6.67571E+12,,759,9.90018E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,6.68903E+12,,760,9.91795E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,6.70235E+12,,761,9.93574E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,6.7157E+12,,762,9.95354E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,6.72905E+12,,763,9.97136E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,6.74242E+12,,764,9.9892E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,6.75581E+12,,765,1.00071E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,6.7692E+12,,766,1.00249E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,6.78262E+12,,767,1.00428E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,6.79604E+12,,768,1.00607E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,6.80948E+12,,769,1.00787E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,6.82294E+12,,770,1.00966E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,6.8364E+12,,771,1.01146E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,6.84988E+12,,772,1.01326E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,6.86338E+12,,773,1.01506E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,6.87689E+12,,774,1.01686E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,6.89041E+12,,775,1.01867E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,6.90395E+12,,776,1.02047E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,6.9175E+12,,777,1.02228E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,6.93106E+12,,778,1.02409E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,6.94464E+12,,779,1.0259E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,6.95824E+12,,780,1.02771E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,6.97184E+12,,781,1.02953E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,6.98546E+12,,782,1.03135E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,6.9991E+12,,783,1.03317E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,7.01274E+12,,784,1.03499E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,7.02641E+12,,785,1.03681E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,7.04008E+12,,786,1.03863E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,7.05377E+12,,787,1.04046E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,7.06747E+12,,788,1.04229E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,7.08119E+12,,789,1.04412E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,7.09492E+12,,790,1.04595E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,7.10867E+12,,791,1.04778E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,7.12243E+12,,792,1.04962E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,7.1362E+12,,793,1.05145E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,7.14999E+12,,794,1.05329E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,7.16379E+12,,795,1.05513E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,7.1776E+12,,796,1.05698E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,7.19143E+12,,797,1.05882E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,7.20527E+12,,798,1.06067E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,7.21913E+12,,799,1.06251E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,7.233E+12,,800,1.06436E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,7.24688E+12,,801,1.06622E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,7.26078E+12,,802,1.06807E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,7.27469E+12,,803,1.06992E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,7.28862E+12,,804,1.07178E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,7.30255E+12,,805,1.07364E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,7.31651E+12,,806,1.0755E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,7.33047E+12,,807,1.07736E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,7.34445E+12,,808,1.07923E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,7.35845E+12,,809,1.08109E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,7.37246E+12,,810,1.08296E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,7.38648E+12,,811,1.08483E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,7.40051E+12,,812,1.0867E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,7.41456E+12,,813,1.08858E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,7.42863E+12,,814,1.09045E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,7.4427E+12,,815,1.09233E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,7.4568E+12,,816,1.09421E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,7.4709E+12,,817,1.09609E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,7.48502E+12,,818,1.09797E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,7.49915E+12,,819,1.09985E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,7.5133E+12,,820,1.10174E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,7.52746E+12,,821,1.10363E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,7.54163E+12,,822,1.10552E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,7.55582E+12,,823,1.10741E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,7.57002E+12,,824,1.1093E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,7.58424E+12,,825,1.1112E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,7.59847E+12,,826,1.11309E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,7.61271E+12,,827,1.11499E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,7.62697E+12,,828,1.11689E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,7.64124E+12,,829,1.11879E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,7.65552E+12,,830,1.1207E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,7.66982E+12,,831,1.1226E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,7.68413E+12,,832,1.12451E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,7.69846E+12,,833,1.12642E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,7.7128E+12,,834,1.12833E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,7.72715E+12,,835,1.13025E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,7.74152E+12,,836,1.13216E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,7.7559E+12,,837,1.13408E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,7.77029E+12,,838,1.136E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,7.7847E+12,,839,1.13792E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,7.79912E+12,,840,1.13984E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,7.81356E+12,,841,1.14176E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,7.82801E+12,,842,1.14369E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,7.84247E+12,,843,1.14561E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,7.85695E+12,,844,1.14754E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,7.87144E+12,,845,1.14948E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,7.88594E+12,,846,1.15141E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,7.90046E+12,,847,1.15334E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,7.91499E+12,,848,1.15528E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,7.92954E+12,,849,1.15722E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,7.9441E+12,,850,1.15916E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,7.95867E+12,,851,1.1611E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,7.97326E+12,,852,1.16304E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,7.98786E+12,,853,1.16499E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,8.00247E+12,,854,1.16693E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,8.0171E+12,,855,1.16888E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,8.03175E+12,,856,1.17083E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,8.0464E+12,,857,1.17279E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,8.06107E+12,,858,1.17474E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,8.07575E+12,,859,1.1767E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,8.09045E+12,,860,1.17866E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,8.10516E+12,,861,1.18062E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,8.11989E+12,,862,1.18258E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,8.13463E+12,,863,1.18454E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,8.14938E+12,,864,1.1865E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,8.16414E+12,,865,1.18847E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,8.17892E+12,,866,1.19044E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,8.19372E+12,,867,1.19241E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,8.20852E+12,,868,1.19438E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,8.22334E+12,,869,1.19636E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,8.23818E+12,,870,1.19833E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,8.25303E+12,,871,1.20031E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,8.26789E+12,,872,1.20229E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,8.28276E+12,,873,1.20427E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,8.29765E+12,,874,1.20625E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,8.31256E+12,,875,1.20824E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,8.32747E+12,,876,1.21022E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,8.3424E+12,,877,1.21221E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,8.35735E+12,,878,1.2142E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,8.37231E+12,,879,1.2162E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,8.38728E+12,,880,1.21819E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,8.40226E+12,,881,1.22018E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,8.41726E+12,,882,1.22218E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,8.43227E+12,,883,1.22418E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,8.4473E+12,,884,1.22618E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,8.46234E+12,,885,1.22818E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,8.4774E+12,,886,1.23019E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,8.49246E+12,,887,1.23219E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,8.50754E+12,,888,1.2342E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,8.52264E+12,,889,1.23621E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,8.53775E+12,,890,1.23822E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,8.55287E+12,,891,1.24024E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,8.56801E+12,,892,1.24225E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,8.58316E+12,,893,1.24427E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,8.59832E+12,,894,1.24629E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,8.6135E+12,,895,1.24831E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,8.62869E+12,,896,1.25033E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,8.64389E+12,,897,1.25235E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,8.65911E+12,,898,1.25438E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,8.67434E+12,,899,1.25641E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,8.68959E+12,,900,1.25844E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,8.70485E+12,,901,1.26047E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,8.72012E+12,,902,1.2625E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,8.7354E+12,,903,1.26453E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,8.75071E+12,,904,1.26657E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,8.76602E+12,,905,1.26861E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,8.78135E+12,,906,1.27065E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,8.79669E+12,,907,1.27269E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,8.81204E+12,,908,1.27473E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,8.82741E+12,,909,1.27678E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,8.84279E+12,,910,1.27883E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,8.85819E+12,,911,1.28087E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,8.8736E+12,,912,1.28292E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,8.88902E+12,,913,1.28498E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,8.90446E+12,,914,1.28703E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,8.91991E+12,,915,1.28909E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,8.93537E+12,,916,1.29114E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,8.95085E+12,,917,1.2932E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,8.96634E+12,,918,1.29526E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,8.98185E+12,,919,1.29733E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,8.99737E+12,,920,1.29939E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,9.0129E+12,,921,1.30146E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,9.02844E+12,,922,1.30353E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,9.044E+12,,923,1.3056E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,9.05958E+12,,924,1.30767E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,9.07516E+12,,925,1.30974E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,9.09077E+12,,926,1.31182E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,9.10638E+12,,927,1.31389E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,9.12201E+12,,928,1.31597E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,9.13765E+12,,929,1.31805E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,9.1533E+12,,930,1.32014E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,9.16897E+12,,931,1.32222E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,9.18466E+12,,932,1.32431E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,9.20035E+12,,933,1.32639E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,9.21606E+12,,934,1.32848E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,9.23178E+12,,935,1.33057E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,9.24752E+12,,936,1.33267E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,9.26327E+12,,937,1.33476E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,9.27904E+12,,938,1.33686E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,9.29481E+12,,939,1.33896E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,9.31061E+12,,940,1.34106E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,9.32641E+12,,941,1.34316E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,9.34223E+12,,942,1.34526E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,9.35806E+12,,943,1.34737E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,9.37391E+12,,944,1.34947E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,9.38977E+12,,945,1.35158E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,9.40564E+12,,946,1.35369E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,9.42153E+12,,947,1.35581E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,9.43743E+12,,948,1.35792E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,9.45334E+12,,949,1.36004E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,9.46927E+12,,950,1.36215E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,9.48521E+12,,951,1.36427E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,9.50117E+12,,952,1.36639E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,9.51713E+12,,953,1.36852E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,9.53312E+12,,954,1.37064E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,9.54911E+12,,955,1.37277E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,9.56512E+12,,956,1.3749E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,9.58114E+12,,957,1.37703E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,9.59718E+12,,958,1.37916E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,9.61323E+12,,959,1.38129E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,9.62929E+12,,960,1.38343E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,9.64537E+12,,961,1.38556E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,9.66146E+12,,962,1.3877E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,9.67757E+12,,963,1.38984E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,9.69369E+12,,964,1.39199E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,9.70982E+12,,965,1.39413E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,9.72596E+12,,966,1.39628E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,9.74212E+12,,967,1.39842E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,9.75829E+12,,968,1.40057E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,9.77448E+12,,969,1.40272E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,9.79068E+12,,970,1.40488E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,9.80689E+12,,971,1.40703E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,9.82312E+12,,972,1.40919E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,9.83936E+12,,973,1.41135E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,9.85561E+12,,974,1.4135E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,9.87188E+12,,975,1.41567E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,9.88816E+12,,976,1.41783E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,9.90446E+12,,977,1.41999E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,9.92077E+12,,978,1.42216E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,9.93709E+12,,979,1.42433E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,9.95342E+12,,980,1.4265E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,9.96977E+12,,981,1.42867E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,9.98613E+12,,982,1.43085E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,1.00025E+13,,983,1.43302E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,1.00189E+13,,984,1.4352E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,1.00353E+13,,985,1.43738E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,1.00517E+13,,986,1.43956E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,1.00682E+13,,987,1.44174E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,1.00846E+13,,988,1.44393E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,1.01011E+13,,989,1.44611E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,1.01175E+13,,990,1.4483E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,1.0134E+13,,991,1.45049E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,1.01505E+13,,992,1.45268E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,1.0167E+13,,993,1.45487E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,1.01835E+13,,994,1.45707E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,1.02001E+13,,995,1.45927E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,1.02166E+13,,996,1.46146E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,1.02332E+13,,997,1.46366E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,1.02498E+13,,998,1.46587E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,1.02664E+13,,999,1.46807E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,1.0283E+13,,1000,1.47028E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,1.02996E+13,,1001,1.47248E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,1.03162E+13,,1002,1.47469E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,1.03329E+13,,1003,1.4769E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,1.03495E+13,,1004,1.47911E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,1.03662E+13,,1005,1.48133E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,1.03829E+13,,1006,1.48354E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,1.03996E+13,,1007,1.48576E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,1.04163E+13,,1008,1.48798E+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
