Time,O_ppm,Relative_Uncertainty,W
2.791013486325838e-14,0.8979999999134659,0.1,0.012413025615484028
2.791292587674471e-10,0.8979991345726716,0.1,0.012413025615484028
3.0701427450932853e-09,0.8979904812205964,0.1,0.012413025615484028
1.216743778595816e-08,0.8979622762467825,0.1,0.012413025615484028
3.1813044693197605e-08,0.8979013706184605,0.1,0.012413025615484028
6.868045584144003e-08,0.8977870848254262,0.1,0.012413025615484028
1.3450446372590362e-07,0.897583072364459,0.1,0.012413025615484028
2.5037033559414537e-07,0.8972240751263678,0.1,0.012413025615484028
4.5780346107441454e-07,0.8965817274132171,0.1,0.012413025615484028
9.019047027897336e-07,0.8952080543282189,0.1,0.012413025615484028
1.3460059445050526e-06,0.893836496040337,0.1,0.012413025615484028
1.7901071862203718e-06,0.8924670495037553,0.1,0.012413025615484028
2.234208427935691e-06,0.8910997115296155,0.1,0.012413025615484028
3.1077231966218676e-06,0.8884163963609141,0.1,0.012413025615484028
3.981237965308044e-06,0.8857412026310901,0.1,0.012413025615484028
4.854752733994221e-06,0.8830741060333233,0.1,0.012413025615484028
5.728267502680398e-06,0.8804150812940825,0.1,0.012413025615484028
6.6017822713665745e-06,0.8777641034017131,0.1,0.012413025615484028
8.299463717230128e-06,0.8726348361630832,0.1,0.012413025615484028
1.1283148358098135e-05,0.8636930091336541,0.1,0.012413025615484028
1.330002612070381e-05,0.8577008313066836,0.1,0.012413025615484028
1.5316903883309485e-05,0.8517504335381609,0.1,0.012413025615484028
1.733378164591516e-05,0.8458415247330188,0.1,0.012413025615484028
1.9350659408520835e-05,0.8399738154863633,0.1,0.012413025615484028
2.250800318999506e-05,0.8308701891011729,0.1,0.012413025615484028
2.5665346971469286e-05,0.82186572751025,0.1,0.012413025615484028
2.882269075294351e-05,0.8129593467422246,0.1,0.012413025615484028
3.466959888996757e-05,0.7967214832171348,0.1,0.012413025615484028
4.051650702699163e-05,0.7808096017217941,0.1,0.012413025615484028
4.636341516401569e-05,0.7652171420913879,0.1,0.012413025615484028
5.221032330103975e-05,0.7499376767829239,0.1,0.012413025615484028
5.805723143806381e-05,0.734964904168419,0.1,0.012413025615484028
6.741727437936452e-05,0.7116187799222287,0.1,0.012413025615484028
7.677731732066523e-05,0.6890181789218619,0.1,0.012413025615484028
8.613736026196594e-05,0.667139227395807,0.1,0.012413025615484028
9.549740320326664e-05,0.6459588223649134,0.1,0.012413025615484028
0.00010485744614456735,0.6254546075338018,0.1,0.012413025615484028
0.00012021149507684392,0.5932276576484745,0.1,0.012413025615484028
0.0001355655440091205,0.5626707762826235,0.1,0.012413025615484028
0.00015091959294139705,0.533697233640635,0.1,0.012413025615484028
0.0001662736418736736,0.5062248211634965,0.1,0.012413025615484028
0.00018162769080595016,0.4801756154558649,0.1,0.012413025615484028
0.00019698173973822672,0.4554757538224587,0.1,0.012413025615484028
0.00021233578867050327,0.4320552207306152,0.1,0.012413025615484028
0.00022768983760277983,0.40984764558069325,0.1,0.012413025615484028
0.00024304388653505638,0.38879011171103217,0.1,0.012413025615484028
0.00025839793546733294,0.36882297577728906,0.1,0.012413025615484028
0.0002737519843996095,0.34988969656126184,0.1,0.012413025615484028
0.00028910603333188605,0.3319366726616939,0.1,0.012413025615484028
0.0003044600822641626,0.3149130887630636,0.1,0.012413025615484028
0.00031981413119643915,0.2987707701101855,0.1,0.012413025615484028
0.0003351681801287157,0.28346404469434466,0.1,0.012413025615484028
0.00035052222906099226,0.2689496126687192,0.1,0.012413025615484028
0.0003658762779932688,0.2551864226042598,0.1,0.012413025615484028
0.00038123032692554537,0.24213555425441566,0.1,0.012413025615484028
0.0003965843758578219,0.2297601074962286,0.1,0.012413025615484028
0.0004119384247900985,0.21802509710738321,0.1,0.012413025615484028
0.00042729247372237504,0.20689735305662205,0.1,0.012413025615484028
0.0004426465226546516,0.19634542601378438,0.1,0.012413025615484028
