Time,H_mol/cm^3
0.000100739,1.14171E-13
0.000118583,1.28624E-13
0.000139881,1.43197E-13
0.000161747,1.16282E-13
0.000196279,1.17476E-13
0.000223903,1.04596E-13
0.000267644,1.06109E-13
0.000298726,1.2102E-13
0.000321163,6.64523E-14
0.000349364,6.74278E-14
0.000370086,8.19804E-14
