Time,CO_ppm,Relative_Uncertainty,W
4.00E-06,2,0.05,0.028915747
4.40E-06,1,0.05,0.028915747
4.80E-06,7,0.05,0.028915747
5.20E-06,4,0.05,0.028915747
5.60E-06,5,0.05,0.028915747
6.00E-06,8,0.05,0.028915747
6.40E-06,5,0.05,0.028915747
6.80E-06,7,0.05,0.028915747
7.20E-06,4,0.05,0.028915747
7.60E-06,13,0.05,0.028915747
8.00E-06,4,0.05,0.028915747
8.40E-06,10,0.05,0.028915747
8.80E-06,13,0.05,0.028915747
9.20E-06,7,0.05,0.028915747
9.60E-06,10,0.05,0.028915747
1.00E-05,11,0.05,0.028915747
1.04E-05,7,0.05,0.028915747
1.08E-05,15,0.05,0.028915747
1.12E-05,11,0.05,0.028915747
1.16E-05,10,0.05,0.028915747
1.20E-05,10,0.05,0.028915747
1.24E-05,8,0.05,0.028915747
1.28E-05,8,0.05,0.028915747
1.32E-05,10,0.05,0.028915747
1.36E-05,1,0.05,0.028915747
1.40E-05,8,0.05,0.028915747
1.44E-05,10,0.05,0.028915747
1.48E-05,7,0.05,0.028915747
1.52E-05,2,0.05,0.028915747
1.56E-05,2,0.05,0.028915747
1.60E-05,2,0.05,0.028915747
1.64E-05,7,0.05,0.028915747
1.68E-05,5,0.05,0.028915747
1.72E-05,7,0.05,0.028915747
1.76E-05,2,0.05,0.028915747
1.80E-05,11,0.05,0.028915747
1.84E-05,7,0.05,0.028915747
1.88E-05,15,0.05,0.028915747
1.92E-05,10,0.05,0.028915747
1.96E-05,7,0.05,0.028915747
2.00E-05,5,0.05,0.028915747
2.04E-05,13,0.05,0.028915747
2.08E-05,13,0.05,0.028915747
2.12E-05,10,0.05,0.028915747
2.16E-05,10,0.05,0.028915747
2.20E-05,4,0.05,0.028915747
2.24E-05,11,0.05,0.028915747
2.28E-05,15,0.05,0.028915747
2.32E-05,13,0.05,0.028915747
2.36E-05,10,0.05,0.028915747
2.40E-05,16,0.05,0.028915747
2.44E-05,19,0.05,0.028915747
2.48E-05,11,0.05,0.028915747
2.52E-05,18,0.05,0.028915747
2.56E-05,13,0.05,0.028915747
2.60E-05,11,0.05,0.028915747
2.64E-05,13,0.05,0.028915747
2.68E-05,18,0.05,0.028915747
2.72E-05,24,0.05,0.028915747
2.76E-05,18,0.05,0.028915747
2.80E-05,16,0.05,0.028915747
2.84E-05,15,0.05,0.028915747
2.88E-05,18,0.05,0.028915747
2.92E-05,19,0.05,0.028915747
2.96E-05,18,0.05,0.028915747
3.00E-05,13,0.05,0.028915747
3.04E-05,19,0.05,0.028915747
3.08E-05,16,0.05,0.028915747
3.12E-05,24,0.05,0.028915747
3.16E-05,25,0.05,0.028915747
3.20E-05,21,0.05,0.028915747
3.24E-05,19,0.05,0.028915747
3.28E-05,13,0.05,0.028915747
