Time,H2
0.027830467,0.009821077
0.047321123,0.009421002
0.059180945,0.009129699
0.082073448,0.008803383
0.114282161,0.008222022
0.146537517,0.008190118
0.184691688,0.007646258
0.221132498,0.006918996
0.259299108,0.006521658
0.301697814,0.00597842
0.340700892,0.005434684
0.380555987,0.004927703
0.422112006,0.004457601
0.461115084,0.003913865
0.501815977,0.003370378
0.538287882,0.003009422
0.579004322,0.002649087
0.61973942,0.002508536
0.657912249,0.002184458
