Time,O_ppm,W
1.58E-07,0.001645439,0.063757671
2.12E-07,0.002198822,0.063757671
2.65E-07,0.002750015,0.063757671
3.19E-07,0.003299028,0.063757671
3.72E-07,0.00384587,0.063757671
4.54E-07,0.004672459,0.063757671
5.35E-07,0.005494087,0.063757671
6.83E-07,0.006978991,0.063757671
8.31E-07,0.00844769,0.063757671
9.80E-07,0.009900362,0.063757671
1.13E-06,0.01133718,0.063757671
1.28E-06,0.012758318,0.063757671
1.53E-06,0.015147716,0.063757671
1.78E-06,0.017492789,0.063757671
2.20E-06,0.021281643,0.063757671
2.62E-06,0.024954797,0.063757671
3.04E-06,0.028515783,0.063757671
3.46E-06,0.031968027,0.063757671
3.88E-06,0.035314851,0.063757671
4.65E-06,0.041214638,0.063757671
5.15E-06,0.044837849,0.063757671
5.64E-06,0.048330255,0.063757671
6.14E-06,0.051696578,0.063757671
6.64E-06,0.054941369,0.063757671
7.13E-06,0.058069019,0.063757671
7.63E-06,0.061083757,0.063757671
8.13E-06,0.063989661,0.063757671
9.12E-06,0.069463002,0.063757671
1.01E-05,0.074550246,0.063757671
1.11E-05,0.079278634,0.063757671
1.21E-05,0.083673483,0.063757671
1.31E-05,0.087758327,0.063757671
1.41E-05,0.091555036,0.063757671
1.50E-05,0.09508394,0.063757671
1.60E-05,0.09836393,0.063757671
1.70E-05,0.101412566,0.063757671
1.80E-05,0.104246168,0.063757671
1.90E-05,0.106879906,0.063757671
2.00E-05,0.109327879,0.063757671
2.10E-05,0.11160319,0.063757671
2.20E-05,0.113718018,0.063757671
