time,Absorbance_105,Relative_Uncertainty,W
8.17760050735794e-14,0.2176623071900585,0.1,0.034020690871988585
8.178418267408676e-10,0.217662028005273,0.1,0.034020690871988585
8.995442334098806e-09,0.21765923618129657,0.1,0.034020690871988585
3.6543984434353156e-08,0.21764983140483282,0.1,0.034020690871988585
9.666665906629098e-08,0.2176293075673505,0.1,0.034020690871988585
2.0992534392803788e-07,0.21759065013478163,0.1,0.034020690871988585
4.1248551951116586e-07,0.2175215294286305,0.1,0.034020690871988585
7.699254614331167e-07,0.21739961178871461,0.1,0.034020690871988585
1.4177079281388841e-06,0.2171788365546671,0.1,0.034020690871988585
3.05049654652768e-06,0.21662334836625588,0.1,0.034020690871988585
4.683285164916477e-06,0.21606928097073547,0.1,0.034020690871988585
6.316073783305273e-06,0.2155166309628057,0.1,0.034020690871988585
7.94886240169407e-06,0.21496539479172688,0.1,0.034020690871988585
1.0597966892733817e-05,0.21407404460884408,0.1,0.034020690871988585
1.3247071383773564e-05,0.21318639217699897,0.1,0.034020690871988585
1.589617587481331e-05,0.2123024220354526,0.1,0.034020690871988585
1.8545280365853058e-05,0.21142211844797698,0.1,0.034020690871988585
2.2737822973854143e-05,0.21003638246485093,0.1,0.034020690871988585
2.693036558185523e-05,0.2086597311971221,0.1,0.034020690871988585
3.497017236163095e-05,0.20604500087724303,0.1,0.034020690871988585
4.300997914140667e-05,0.20346304358910267,0.1,0.034020690871988585
5.104978592118239e-05,0.20091344768005429,0.1,0.034020690871988585
5.9089592700958106e-05,0.19839580726603703,0.1,0.034020690871988585
6.712939948073383e-05,0.19590972196171103,0.1,0.034020690871988585
7.992356686267112e-05,0.19201757184664825,0.1,0.034020690871988585
9.27177342446084e-05,0.18820276346786377,0.1,0.034020690871988585
0.0001055119016265457,0.18446375950226596,0.1,0.034020690871988585
0.00011830606900848298,0.18079905298843535,0.1,0.034020690871988585
0.00013110023639042027,0.1772071668808294,0.1,0.034020690871988585
0.00014389440377235755,0.17368665356889276,0.1,0.034020690871988585
0.0001700003869284332,0.16671868654884073,0.1,0.034020690871988585
0.00019610637008450886,0.16003030824223533,0.1,0.034020690871988585
0.00022221235324058452,0.15361029799823578,0.1,0.034020690871988585
0.0002483183363966602,0.1474478864161717,0.1,0.034020690871988585
0.00027442431955273584,0.14153273419059723,0.1,0.034020690871988585
0.0003005303027088115,0.13585491570988859,0.1,0.034020690871988585
0.00032663628586488715,0.1304049046929037,0.1,0.034020690871988585
0.0003527422690209628,0.12517355864317867,0.1,0.034020690871988585
0.00037884825217703846,0.12015210242533327,0.1,0.034020690871988585
0.0004049542353331141,0.11533211277926185,0.1,0.034020690871988585
0.0004310602184891898,0.11070550435702509,0.1,0.034020690871988585
0.00045716620164526543,0.10626451657036634,0.1,0.034020690871988585
0.0004832721848013411,0.10200170062158449,0.1,0.034020690871988585
0.0005302469201024397,0.09475736985743129,0.1,0.034020690871988585
0.0005772216554035383,0.08802759588039223,0.1,0.034020690871988585
0.000624196390704637,0.08177582288216141,0.1,0.034020690871988585
0.0006711711260057356,0.07596809185386773,0.1,0.034020690871988585
0.0007181458613068342,0.0705728581533001,0.1,0.034020690871988585
0.0007651205966079329,0.06556082005656755,0.1,0.034020690871988585
0.0008120953319090315,0.06090475798184841,0.1,0.034020690871988585
0.0008590700672101301,0.056579385730118774,0.1,0.034020690871988585
0.0009060448025112287,0.05256121339619694,0.1,0.034020690871988585
0.0009530195378123274,0.04882842020437906,0.1,0.034020690871988585
0.000999994273113426,0.04536073590675488,0.1,0.034020690871988585
