Time,OH_mol/cm^3
9.09474E-05,3.01873E-13
0.000174316,4.74372E-13
0.000277895,7.76245E-13
0.000366316,9.48744E-13
0.00048,1.20749E-12
0.000563368,1.37999E-12
0.000679579,1.68186E-12
0.000755368,1.89749E-12
0.000871579,2.15624E-12
0.000957474,2.41498E-12
0.001048421,2.67373E-12
0.001141895,2.97561E-12
