Time,O_ppm,W
1.5047163371356892e-07,0.0012867707395599012,0.017568209223157664
2.0242101138956945e-07,0.001727703228201771,0.017568209223157664
2.5437038906557e-07,0.0021669432688419194,0.017568209223157664
3.063197667415705e-07,0.002604497364686945,0.017568209223157664
3.5826914441757105e-07,0.003040372178123445,0.017568209223157664
4.102185220935716e-07,0.0034745742761218925,0.017568209223157664
4.983216246265189e-07,0.004207149748907482,0.017568209223157664
5.864247271594662e-07,0.00493496386277379,0.017568209223157664
6.745278296924134e-07,0.0056580476001784515,0.017568209223157664
7.626309322253607e-07,0.006376431708913316,0.017568209223157664
8.50734034758308e-07,0.0070901467366044505,0.017568209223157664
1.0119045172766464e-06,0.008383790663990188,0.017568209223157664
1.173074999794985e-06,0.009662095131336762,0.017568209223157664
1.3342454823133235e-06,0.010925242274005226,0.017568209223157664
1.495415964831662e-06,0.012173411918693394,0.017568209223157664
1.6565864473500006e-06,0.013406781661367778,0.017568209223157664
1.9382745343256243e-06,0.015527409384525018,0.017568209223157664
2.2199626213012483e-06,0.01760428526443664,0.017568209223157664
2.6943025286259417e-06,0.02100520525709957,0.017568209223157664
3.0364717409576585e-06,0.023385415327118374,0.017568209223157664
3.378640953289375e-06,0.02570610818574595,0.017568209223157664
3.720810165621092e-06,0.02796877290574369,0.017568209223157664
4.062979377952809e-06,0.030174861382966992,0.017568209223157664
4.405148590284525e-06,0.03232578880788573,0.017568209223157664
4.927493789049199e-06,0.03550606947723238,0.017568209223157664
5.449838987813873e-06,0.03856576229796101,0.017568209223157664
5.972184186578547e-06,0.04150944074128299,0.017568209223157664
6.4945293853432216e-06,0.044341504964194235,0.017568209223157664
7.016874584107896e-06,0.047066188382757036,0.017568209223157664
7.53921978287257e-06,0.049687563736836436,0.017568209223157664
8.061564981637244e-06,0.052209549063867274,0.017568209223157664
8.945883038494204e-06,0.0562631511458536,0.017568209223157664
9.830201095351165e-06,0.06005999195106771,0.017568209223157664
1.0714519152208127e-05,0.0636163387952082,0.017568209223157664
1.1598837209065088e-05,0.06694742828830916,0.017568209223157664
1.248315526592205e-05,0.07006753113492137,0.017568209223157664
1.3367473322779011e-05,0.07299001327239811,0.017568209223157664
1.4251791379635972e-05,0.07572739355160414,0.017568209223157664
1.5136109436492934e-05,0.07829139766290502,0.017568209223157664
1.6020427493349895e-05,0.0806930083683427,0.017568209223157664
1.6904745550206857e-05,0.08294251247517301,0.017568209223157664
1.7789063607063818e-05,0.0850495449358267,0.017568209223157664
1.867338166392078e-05,0.08702313022954428,0.017568209223157664
1.955769972077774e-05,0.08887172109631031,0.017568209223157664
2.0442017777634703e-05,0.09060323476296457,0.017568209223157664
2.1326335834491664e-05,0.09222508686132853,0.017568209223157664
2.2210653891348626e-05,0.09374422321635653,0.017568209223157664
2.3094971948205587e-05,0.09516714963196539,0.017568209223157664
2.397929000506255e-05,0.09649995978250238,0.017568209223157664
2.486360806191951e-05,0.09774836132609784,0.017568209223157664
2.574792611877647e-05,0.09891770036096488,0.017568209223157664
2.6632244175633433e-05,0.1000129843353059,0.017568209223157664
2.7516562232490394e-05,0.10103890350716119,0.017568209223157664
2.8400880289347356e-05,0.10199985104256401,0.017568209223157664
2.9285198346204317e-05,0.10289994183790396,0.017568209223157664
3.016951640306128e-05,0.10374303014910256,0.017568209223157664
3.105383445991824e-05,0.1045327261042482,0.017568209223157664
3.19381525167752e-05,0.1052724111700659,0.017568209223157664
3.282247057363216e-05,0.10596525263790753,0.017568209223157664
3.3706788630489124e-05,0.10661421719139981,0.017568209223157664
3.4591106687346086e-05,0.10722208361431325,0.017568209223157664
3.547542474420305e-05,0.10779145469333143,0.017568209223157664
3.635974280106001e-05,0.10832476836666823,0.017568209223157664
3.724406085791697e-05,0.10882430816622446,0.017568209223157664
3.812837891477393e-05,0.10929221299807056,0.017568209223157664
3.901269697163089e-05,0.10973048630326247,0.017568209223157664
3.9897015028487855e-05,0.11014100463829708,0.017568209223157664
4.0781333085344816e-05,0.11052552571197023,0.017568209223157664
4.166565114220178e-05,0.11088569591306917,0.017568209223157664
4.254996919905874e-05,0.11122305736116987,0.017568209223157664
4.34342872559157e-05,0.11153905451077384,0.017568209223157664
