Time,OH_ppm,Relative_Uncertainty,W
4.40E-06,0.2,0.05,0.017948954
4.80E-06,0.1,0.05,0.017948954
5.20E-06,0.1,0.05,0.017948954
5.60E-06,0.4,0.05,0.017948954
6.00E-06,0.4,0.05,0.017948954
6.40E-06,0.3,0.05,0.017948954
6.80E-06,0.3,0.05,0.017948954
8.40E-06,0.3,0.05,0.017948954
8.80E-06,0.2,0.05,0.017948954
9.20E-06,0.3,0.05,0.017948954
9.60E-06,0.4,0.05,0.017948954
1.00E-05,0.4,0.05,0.017948954
1.16E-05,0.2,0.05,0.017948954
1.20E-05,0.2,0.05,0.017948954
1.24E-05,0.3,0.05,0.017948954
1.28E-05,0.1,0.05,0.017948954
1.32E-05,0.4,0.05,0.017948954
1.36E-05,0.7,0.05,0.017948954
1.40E-05,0.6,0.05,0.017948954
1.44E-05,0.1,0.05,0.017948954
1.48E-05,0.3,0.05,0.017948954
1.52E-05,0.1,0.05,0.017948954
1.60E-05,0.1,0.05,0.017948954
1.64E-05,0.5,0.05,0.017948954
1.68E-05,0.2,0.05,0.017948954
1.72E-05,0.3,0.05,0.017948954
1.76E-05,0.3,0.05,0.017948954
1.80E-05,0.4,0.05,0.017948954
2.04E-05,0.1,0.05,0.017948954
2.12E-05,0.3,0.05,0.017948954
2.16E-05,0.4,0.05,0.017948954
2.20E-05,0.3,0.05,0.017948954
2.24E-05,0.4,0.05,0.017948954
2.28E-05,0.1,0.05,0.017948954
2.32E-05,0.1,0.05,0.017948954
2.36E-05,0.1,0.05,0.017948954
2.40E-05,0.2,0.05,0.017948954
2.44E-05,0.1,0.05,0.017948954
2.52E-05,0.1,0.05,0.017948954
2.56E-05,0.5,0.05,0.017948954
2.60E-05,0.3,0.05,0.017948954
2.64E-05,0.5,0.05,0.017948954
2.68E-05,1.1,0.05,0.017948954
2.72E-05,1,0.05,0.017948954
2.76E-05,1,0.05,0.017948954
2.80E-05,0.9,0.05,0.017948954
2.84E-05,0.6,0.05,0.017948954
2.88E-05,0.4,0.05,0.017948954
2.92E-05,0.2,0.05,0.017948954
2.96E-05,0.3,0.05,0.017948954
3.32E-05,0.1,0.05,0.017948954
3.36E-05,0.2,0.05,0.017948954
3.44E-05,0.1,0.05,0.017948954
3.60E-05,0.2,0.05,0.017948954
3.64E-05,0.2,0.05,0.017948954
3.68E-05,0.1,0.05,0.017948954
3.80E-05,0.1,0.05,0.017948954
4.16E-05,0.1,0.05,0.017948954
4.20E-05,0.3,0.05,0.017948954
4.24E-05,0.3,0.05,0.017948954
4.28E-05,0.4,0.05,0.017948954
4.32E-05,0.5,0.05,0.017948954
4.40E-05,0.3,0.05,0.017948954
4.44E-05,0.1,0.05,0.017948954
4.48E-05,0.4,0.05,0.017948954
4.52E-05,0.3,0.05,0.017948954
4.56E-05,0.3,0.05,0.017948954
4.60E-05,0.3,0.05,0.017948954
4.64E-05,0.1,0.05,0.017948954
4.68E-05,0.4,0.05,0.017948954
4.72E-05,0.6,0.05,0.017948954
4.76E-05,0.2,0.05,0.017948954
4.84E-05,0.3,0.05,0.017948954
4.92E-05,0.1,0.05,0.017948954
4.96E-05,0.2,0.05,0.017948954
5.00E-05,0.5,0.05,0.017948954
5.08E-05,0.3,0.05,0.017948954
5.64E-05,0.3,0.05,0.017948954
5.72E-05,0.1,0.05,0.017948954
5.80E-05,0.4,0.05,0.017948954
5.88E-05,0.3,0.05,0.017948954
5.96E-05,0.1,0.05,0.017948954
6.00E-05,0.1,0.05,0.017948954
6.04E-05,0.6,0.05,0.017948954
6.12E-05,0.3,0.05,0.017948954
6.16E-05,0.1,0.05,0.017948954
6.20E-05,0.4,0.05,0.017948954
6.24E-05,0.1,0.05,0.017948954
6.32E-05,0.2,0.05,0.017948954
6.44E-05,0.2,0.05,0.017948954
6.56E-05,0.1,0.05,0.017948954
6.68E-05,0.1,0.05,0.017948954
6.72E-05,0.4,0.05,0.017948954
6.76E-05,0.1,0.05,0.017948954
6.84E-05,0.2,0.05,0.017948954
6.88E-05,0.4,0.05,0.017948954
6.92E-05,0.1,0.05,0.017948954
6.96E-05,0.2,0.05,0.017948954
7.04E-05,0.5,0.05,0.017948954
7.12E-05,0.6,0.05,0.017948954
7.16E-05,0.5,0.05,0.017948954
7.20E-05,0.4,0.05,0.017948954
7.24E-05,0.2,0.05,0.017948954
7.28E-05,0.5,0.05,0.017948954
7.32E-05,0.4,0.05,0.017948954
7.36E-05,0.3,0.05,0.017948954
7.40E-05,0.7,0.05,0.017948954
