Time,CO_ppm,Relative_Uncertainty,W
0.0001228,104,0.05,0.026153289
0.0001232,104,0.05,0.026153289
0.0001236,113,0.05,0.026153289
0.000124,113,0.05,0.026153289
0.0001244,111,0.05,0.026153289
0.0001248,106,0.05,0.026153289
0.0001252,106,0.05,0.026153289
0.0001256,109,0.05,0.026153289
0.000126,111,0.05,0.026153289
0.0001264,115,0.05,0.026153289
0.0001268,109,0.05,0.026153289
0.0001272,111,0.05,0.026153289
0.0001276,117,0.05,0.026153289
0.000128,106,0.05,0.026153289
0.0001284,109,0.05,0.026153289
0.0001288,117,0.05,0.026153289
0.0001292,117,0.05,0.026153289
0.0001296,117,0.05,0.026153289
0.00013,113,0.05,0.026153289
0.0001304,115,0.05,0.026153289
0.0001308,117,0.05,0.026153289
0.0001312,117,0.05,0.026153289
0.0001316,115,0.05,0.026153289
0.000132,117,0.05,0.026153289
0.0001324,119,0.05,0.026153289
0.0001328,130,0.05,0.026153289
0.0001332,126,0.05,0.026153289
0.0001336,134,0.05,0.026153289
0.000134,126,0.05,0.026153289
0.0001344,117,0.05,0.026153289
0.0001348,126,0.05,0.026153289
0.0001352,121,0.05,0.026153289
0.0001356,123,0.05,0.026153289
0.000136,123,0.05,0.026153289
0.0001364,128,0.05,0.026153289
0.0001368,128,0.05,0.026153289
0.0001372,121,0.05,0.026153289
0.0001376,130,0.05,0.026153289
0.000138,123,0.05,0.026153289
0.0001384,132,0.05,0.026153289
0.0001388,132,0.05,0.026153289
0.0001392,138,0.05,0.026153289
0.0001396,126,0.05,0.026153289
0.00014,134,0.05,0.026153289
0.0001404,126,0.05,0.026153289
0.0001408,132,0.05,0.026153289
0.0001412,132,0.05,0.026153289
0.0001416,134,0.05,0.026153289
0.000142,136,0.05,0.026153289
0.0001424,136,0.05,0.026153289
0.0001428,136,0.05,0.026153289
0.0001432,136,0.05,0.026153289
0.0001436,130,0.05,0.026153289
0.000144,147,0.05,0.026153289
0.0001444,138,0.05,0.026153289
0.0001448,145,0.05,0.026153289
0.0001452,143,0.05,0.026153289
0.0001456,145,0.05,0.026153289
0.000146,145,0.05,0.026153289
0.0001464,132,0.05,0.026153289
0.0001468,143,0.05,0.026153289
0.0001472,143,0.05,0.026153289
0.0001476,149,0.05,0.026153289
0.000148,147,0.05,0.026153289
0.0001484,143,0.05,0.026153289
0.0001488,141,0.05,0.026153289
0.0001492,153,0.05,0.026153289
0.0001496,149,0.05,0.026153289
0.00015,156,0.05,0.026153289
0.0001504,143,0.05,0.026153289
0.0001508,145,0.05,0.026153289
0.0001512,156,0.05,0.026153289
0.0001516,149,0.05,0.026153289
0.000152,149,0.05,0.026153289
0.0001524,147,0.05,0.026153289
0.0001528,153,0.05,0.026153289
0.0001532,151,0.05,0.026153289
0.0001536,147,0.05,0.026153289
0.000154,149,0.05,0.026153289
0.0001544,156,0.05,0.026153289
0.0001548,162,0.05,0.026153289
0.0001552,156,0.05,0.026153289
0.0001556,162,0.05,0.026153289
0.000156,164,0.05,0.026153289
0.0001564,162,0.05,0.026153289
0.0001568,169,0.05,0.026153289
0.0001572,160,0.05,0.026153289
0.0001576,171,0.05,0.026153289
0.000158,162,0.05,0.026153289
0.0001584,164,0.05,0.026153289
0.0001588,162,0.05,0.026153289
0.0001592,162,0.05,0.026153289
0.0001596,169,0.05,0.026153289
0.00016,169,0.05,0.026153289
0.0001604,160,0.05,0.026153289
0.0001608,166,0.05,0.026153289
0.0001612,160,0.05,0.026153289
0.0001616,164,0.05,0.026153289
0.000162,173,0.05,0.026153289
0.0001624,171,0.05,0.026153289
0.0001628,173,0.05,0.026153289
0.0001632,177,0.05,0.026153289
0.0001636,177,0.05,0.026153289
0.000164,179,0.05,0.026153289
0.0001644,175,0.05,0.026153289
0.0001648,184,0.05,0.026153289
0.0001652,186,0.05,0.026153289
0.0001656,179,0.05,0.026153289
0.000166,175,0.05,0.026153289
0.0001664,184,0.05,0.026153289
0.0001668,192,0.05,0.026153289
0.0001672,186,0.05,0.026153289
0.0001676,190,0.05,0.026153289
0.000168,177,0.05,0.026153289
0.0001684,188,0.05,0.026153289
0.0001688,188,0.05,0.026153289
0.0001692,177,0.05,0.026153289
0.0001696,194,0.05,0.026153289
0.00017,179,0.05,0.026153289
0.0001704,188,0.05,0.026153289
0.0001708,199,0.05,0.026153289
0.0001712,188,0.05,0.026153289
0.0001716,184,0.05,0.026153289
0.000172,188,0.05,0.026153289
0.0001724,197,0.05,0.026153289
0.0001728,192,0.05,0.026153289
0.0001732,190,0.05,0.026153289
0.0001736,199,0.05,0.026153289
0.000174,197,0.05,0.026153289
0.0001744,188,0.05,0.026153289
0.0001748,203,0.05,0.026153289
0.0001752,197,0.05,0.026153289
0.0001756,199,0.05,0.026153289
0.000176,199,0.05,0.026153289
0.0001764,197,0.05,0.026153289
0.0001768,197,0.05,0.026153289
0.0001772,203,0.05,0.026153289
0.0001776,205,0.05,0.026153289
0.000178,210,0.05,0.026153289
0.0001784,199,0.05,0.026153289
0.0001788,210,0.05,0.026153289
0.0001792,207,0.05,0.026153289
0.0001796,205,0.05,0.026153289
0.00018,210,0.05,0.026153289
0.0001804,212,0.05,0.026153289
0.0001808,212,0.05,0.026153289
0.0001812,214,0.05,0.026153289
0.0001816,210,0.05,0.026153289
0.000182,205,0.05,0.026153289
0.0001824,212,0.05,0.026153289
0.0001828,216,0.05,0.026153289
0.0001832,210,0.05,0.026153289
0.0001836,210,0.05,0.026153289
0.000184,216,0.05,0.026153289
0.0001844,216,0.05,0.026153289
0.0001848,216,0.05,0.026153289
0.0001852,225,0.05,0.026153289
0.0001856,216,0.05,0.026153289
0.000186,223,0.05,0.026153289
0.0001864,222,0.05,0.026153289
0.0001868,222,0.05,0.026153289
0.0001872,225,0.05,0.026153289
0.0001876,225,0.05,0.026153289
0.000188,227,0.05,0.026153289
0.0001884,231,0.05,0.026153289
0.0001888,220,0.05,0.026153289
0.0001892,229,0.05,0.026153289
0.0001896,233,0.05,0.026153289
0.00019,231,0.05,0.026153289
0.0001904,231,0.05,0.026153289
0.0001908,233,0.05,0.026153289
0.0001912,233,0.05,0.026153289
0.0001916,227,0.05,0.026153289
0.000192,233,0.05,0.026153289
0.0001924,235,0.05,0.026153289
0.0001928,229,0.05,0.026153289
0.0001932,240,0.05,0.026153289
0.0001936,235,0.05,0.026153289
0.000194,238,0.05,0.026153289
0.0001944,238,0.05,0.026153289
0.0001948,238,0.05,0.026153289
0.0001952,235,0.05,0.026153289
0.0001956,246,0.05,0.026153289
0.000196,238,0.05,0.026153289
0.0001964,249,0.05,0.026153289
0.0001968,244,0.05,0.026153289
0.0001972,246,0.05,0.026153289
0.0001976,240,0.05,0.026153289
0.000198,249,0.05,0.026153289
0.0001984,242,0.05,0.026153289
0.0001988,242,0.05,0.026153289
0.0001992,251,0.05,0.026153289
0.0001996,249,0.05,0.026153289
0.0002,242,0.05,0.026153289
0.0002004,246,0.05,0.026153289
0.0002008,251,0.05,0.026153289
0.0002012,249,0.05,0.026153289
0.0002016,255,0.05,0.026153289
0.000202,242,0.05,0.026153289
0.0002024,253,0.05,0.026153289
0.0002028,257,0.05,0.026153289
0.0002032,246,0.05,0.026153289
0.0002036,255,0.05,0.026153289
0.000204,251,0.05,0.026153289
0.0002044,259,0.05,0.026153289
0.0002048,262,0.05,0.026153289
0.0002052,257,0.05,0.026153289
0.0002056,259,0.05,0.026153289
0.000206,257,0.05,0.026153289
0.0002064,257,0.05,0.026153289
0.0002068,266,0.05,0.026153289
0.0002072,266,0.05,0.026153289
0.0002076,264,0.05,0.026153289
0.000208,270,0.05,0.026153289
0.0002084,268,0.05,0.026153289
0.0002088,268,0.05,0.026153289
0.0002092,272,0.05,0.026153289
0.0002096,275,0.05,0.026153289
0.00021,270,0.05,0.026153289
0.0002104,277,0.05,0.026153289
0.0002108,270,0.05,0.026153289
0.0002112,279,0.05,0.026153289
0.0002116,277,0.05,0.026153289
0.000212,277,0.05,0.026153289
0.0002124,277,0.05,0.026153289
0.0002128,275,0.05,0.026153289
0.0002132,281,0.05,0.026153289
0.0002136,277,0.05,0.026153289
0.000214,272,0.05,0.026153289
0.0002144,279,0.05,0.026153289
0.0002148,277,0.05,0.026153289
0.0002152,288,0.05,0.026153289
0.0002156,279,0.05,0.026153289
0.000216,279,0.05,0.026153289
0.0002164,286,0.05,0.026153289
0.0002168,288,0.05,0.026153289
0.0002172,281,0.05,0.026153289
0.0002176,279,0.05,0.026153289
0.000218,288,0.05,0.026153289
0.0002184,281,0.05,0.026153289
0.0002188,294,0.05,0.026153289
0.0002192,290,0.05,0.026153289
0.0002196,283,0.05,0.026153289
0.00022,296,0.05,0.026153289
0.0002204,286,0.05,0.026153289
0.0002208,292,0.05,0.026153289
0.0002212,299,0.05,0.026153289
0.0002216,294,0.05,0.026153289
0.000222,299,0.05,0.026153289
0.0002224,301,0.05,0.026153289
0.0002228,292,0.05,0.026153289
0.0002232,294,0.05,0.026153289
0.0002236,292,0.05,0.026153289
0.000224,303,0.05,0.026153289
0.0002244,301,0.05,0.026153289
0.0002248,301,0.05,0.026153289
0.0002252,294,0.05,0.026153289
0.0002256,305,0.05,0.026153289
0.000226,299,0.05,0.026153289
0.0002264,303,0.05,0.026153289
0.0002268,307,0.05,0.026153289
0.0002272,303,0.05,0.026153289
0.0002276,307,0.05,0.026153289
0.000228,296,0.05,0.026153289
0.0002284,305,0.05,0.026153289
0.0002288,303,0.05,0.026153289
0.0002292,307,0.05,0.026153289
0.0002296,305,0.05,0.026153289
0.00023,312,0.05,0.026153289
0.0002304,303,0.05,0.026153289
0.0002308,305,0.05,0.026153289
0.0002312,310,0.05,0.026153289
0.0002316,312,0.05,0.026153289
0.000232,316,0.05,0.026153289
0.0002324,323,0.05,0.026153289
0.0002328,323,0.05,0.026153289
0.0002332,316,0.05,0.026153289
0.0002336,320,0.05,0.026153289
0.000234,312,0.05,0.026153289
0.0002344,318,0.05,0.026153289
0.0002348,314,0.05,0.026153289
0.0002352,323,0.05,0.026153289
0.0002356,320,0.05,0.026153289
0.000236,320,0.05,0.026153289
0.0002364,323,0.05,0.026153289
0.0002368,318,0.05,0.026153289
0.0002372,320,0.05,0.026153289
0.0002376,329,0.05,0.026153289
0.000238,323,0.05,0.026153289
0.0002384,331,0.05,0.026153289
0.0002388,329,0.05,0.026153289
0.0002392,323,0.05,0.026153289
0.0002396,327,0.05,0.026153289
0.00024,325,0.05,0.026153289
0.0002404,325,0.05,0.026153289
0.0002408,329,0.05,0.026153289
0.0002412,336,0.05,0.026153289
0.0002416,336,0.05,0.026153289
0.000242,336,0.05,0.026153289
0.0002424,338,0.05,0.026153289
0.0002428,334,0.05,0.026153289
0.0002432,338,0.05,0.026153289
0.0002436,338,0.05,0.026153289
0.000244,345,0.05,0.026153289
0.0002444,340,0.05,0.026153289
0.0002448,342,0.05,0.026153289
0.0002452,340,0.05,0.026153289
0.0002456,342,0.05,0.026153289
0.000246,345,0.05,0.026153289
0.0002464,331,0.05,0.026153289
0.0002468,345,0.05,0.026153289
0.0002472,351,0.05,0.026153289
0.0002476,347,0.05,0.026153289
0.000248,345,0.05,0.026153289
0.0002484,336,0.05,0.026153289
0.0002488,338,0.05,0.026153289
0.0002492,345,0.05,0.026153289
0.0002496,351,0.05,0.026153289
0.00025,349,0.05,0.026153289
0.0002504,345,0.05,0.026153289
0.0002508,347,0.05,0.026153289
0.0002512,347,0.05,0.026153289
0.0002516,347,0.05,0.026153289
0.000252,358,0.05,0.026153289
0.0002524,356,0.05,0.026153289
0.0002528,360,0.05,0.026153289
0.0002532,364,0.05,0.026153289
0.0002536,353,0.05,0.026153289
0.000254,364,0.05,0.026153289
0.0002544,364,0.05,0.026153289
0.0002548,360,0.05,0.026153289
0.0002552,362,0.05,0.026153289
0.0002556,358,0.05,0.026153289
0.000256,367,0.05,0.026153289
0.0002564,356,0.05,0.026153289
0.0002568,356,0.05,0.026153289
0.0002572,369,0.05,0.026153289
0.0002576,367,0.05,0.026153289
0.000258,356,0.05,0.026153289
0.0002584,369,0.05,0.026153289
0.0002588,360,0.05,0.026153289
0.0002592,364,0.05,0.026153289
0.0002596,371,0.05,0.026153289
0.00026,364,0.05,0.026153289
0.0002604,362,0.05,0.026153289
0.0002608,375,0.05,0.026153289
0.0002612,369,0.05,0.026153289
0.0002616,369,0.05,0.026153289
0.000262,369,0.05,0.026153289
0.0002624,375,0.05,0.026153289
0.0002628,369,0.05,0.026153289
0.0002632,380,0.05,0.026153289
0.0002636,371,0.05,0.026153289
0.000264,371,0.05,0.026153289
0.0002644,375,0.05,0.026153289
0.0002648,371,0.05,0.026153289
0.0002652,382,0.05,0.026153289
0.0002656,380,0.05,0.026153289
0.000266,373,0.05,0.026153289
0.0002664,386,0.05,0.026153289
0.0002668,380,0.05,0.026153289
0.0002672,373,0.05,0.026153289
0.0002676,382,0.05,0.026153289
0.000268,382,0.05,0.026153289
0.0002684,378,0.05,0.026153289
0.0002688,384,0.05,0.026153289
0.0002692,378,0.05,0.026153289
0.0002696,378,0.05,0.026153289
0.00027,384,0.05,0.026153289
0.0002704,382,0.05,0.026153289
0.0002708,375,0.05,0.026153289
0.0002712,378,0.05,0.026153289
0.0002716,389,0.05,0.026153289
0.000272,384,0.05,0.026153289
0.0002724,386,0.05,0.026153289
0.0002728,384,0.05,0.026153289
0.0002732,382,0.05,0.026153289
0.0002736,391,0.05,0.026153289
0.000274,391,0.05,0.026153289
0.0002744,389,0.05,0.026153289
0.0002748,389,0.05,0.026153289
0.0002752,395,0.05,0.026153289
0.0002756,400,0.05,0.026153289
0.000276,393,0.05,0.026153289
0.0002764,393,0.05,0.026153289
0.0002768,397,0.05,0.026153289
0.0002772,397,0.05,0.026153289
0.0002776,395,0.05,0.026153289
0.000278,402,0.05,0.026153289
0.0002784,384,0.05,0.026153289
0.0002788,393,0.05,0.026153289
0.0002792,395,0.05,0.026153289
0.0002796,400,0.05,0.026153289
0.00028,395,0.05,0.026153289
0.0002804,402,0.05,0.026153289
0.0002808,402,0.05,0.026153289
0.0002812,404,0.05,0.026153289
0.0002816,400,0.05,0.026153289
0.000282,408,0.05,0.026153289
0.0002824,404,0.05,0.026153289
0.0002828,411,0.05,0.026153289
0.0002832,411,0.05,0.026153289
0.0002836,411,0.05,0.026153289
0.000284,413,0.05,0.026153289
0.0002844,404,0.05,0.026153289
0.0002848,408,0.05,0.026153289
0.0002852,411,0.05,0.026153289
0.0002856,406,0.05,0.026153289
0.000286,413,0.05,0.026153289
0.0002864,411,0.05,0.026153289
0.0002868,406,0.05,0.026153289
0.0002872,406,0.05,0.026153289
0.0002876,413,0.05,0.026153289
0.000288,406,0.05,0.026153289
0.0002884,404,0.05,0.026153289
0.0002888,415,0.05,0.026153289
0.0002892,415,0.05,0.026153289
0.0002896,406,0.05,0.026153289
0.00029,422,0.05,0.026153289
0.0002904,415,0.05,0.026153289
0.0002908,413,0.05,0.026153289
0.0002912,420,0.05,0.026153289
0.0002916,413,0.05,0.026153289
0.000292,408,0.05,0.026153289
0.0002924,413,0.05,0.026153289
0.0002928,413,0.05,0.026153289
0.0002932,420,0.05,0.026153289
0.0002936,411,0.05,0.026153289
0.000294,411,0.05,0.026153289
0.0002944,411,0.05,0.026153289
0.0002948,411,0.05,0.026153289
0.0002952,411,0.05,0.026153289
0.0002956,411,0.05,0.026153289
0.000296,420,0.05,0.026153289
0.0002964,420,0.05,0.026153289
0.0002968,424,0.05,0.026153289
0.0002972,424,0.05,0.026153289
0.0002976,426,0.05,0.026153289
0.000298,433,0.05,0.026153289
0.0002984,433,0.05,0.026153289
0.0002988,420,0.05,0.026153289
0.0002992,426,0.05,0.026153289
0.0002996,428,0.05,0.026153289
0.0003,422,0.05,0.026153289
0.0003004,417,0.05,0.026153289
0.0003008,426,0.05,0.026153289
0.0003012,428,0.05,0.026153289
0.0003016,435,0.05,0.026153289
0.000302,437,0.05,0.026153289
0.0003024,435,0.05,0.026153289
0.0003028,426,0.05,0.026153289
0.0003032,428,0.05,0.026153289
0.0003036,424,0.05,0.026153289
0.000304,435,0.05,0.026153289
0.0003044,428,0.05,0.026153289
0.0003048,431,0.05,0.026153289
0.0003052,435,0.05,0.026153289
0.0003056,435,0.05,0.026153289
0.000306,431,0.05,0.026153289
0.0003064,442,0.05,0.026153289
0.0003068,439,0.05,0.026153289
0.0003072,428,0.05,0.026153289
0.0003076,437,0.05,0.026153289
0.000308,433,0.05,0.026153289
0.0003084,435,0.05,0.026153289
0.0003088,437,0.05,0.026153289
0.0003092,431,0.05,0.026153289
0.0003096,437,0.05,0.026153289
0.00031,439,0.05,0.026153289
0.0003104,433,0.05,0.026153289
0.0003108,439,0.05,0.026153289
0.0003112,435,0.05,0.026153289
0.0003116,433,0.05,0.026153289
0.000312,439,0.05,0.026153289
0.0003124,435,0.05,0.026153289
0.0003128,444,0.05,0.026153289
0.0003132,431,0.05,0.026153289
0.0003136,442,0.05,0.026153289
0.000314,433,0.05,0.026153289
0.0003144,433,0.05,0.026153289
0.0003148,439,0.05,0.026153289
0.0003152,444,0.05,0.026153289
0.0003156,442,0.05,0.026153289
0.000316,442,0.05,0.026153289
0.0003164,433,0.05,0.026153289
0.0003168,446,0.05,0.026153289
0.0003172,446,0.05,0.026153289
0.0003176,442,0.05,0.026153289
0.000318,444,0.05,0.026153289
0.0003184,446,0.05,0.026153289
0.0003188,442,0.05,0.026153289
0.0003192,448,0.05,0.026153289
0.0003196,442,0.05,0.026153289
0.00032,455,0.05,0.026153289
0.0003204,453,0.05,0.026153289
0.0003208,459,0.05,0.026153289
0.0003212,453,0.05,0.026153289
0.0003216,448,0.05,0.026153289
0.000322,453,0.05,0.026153289
0.0003224,446,0.05,0.026153289
