Time,HCO_ppm
4.54E-07,35.99035249
1.50722E-06,38.88172181
2.66132E-06,42.15835063
3.96373E-06,44.08977636
5.26519E-06,45.25196516
6.56592E-06,45.83722626
7.96521E-06,45.26927299
9.41498E-06,45.0862587
1.08145E-05,44.71061467
1.22133E-05,43.75804293
1.38119E-05,42.61444403
1.55607E-05,41.6641159
1.73095E-05,40.71378777
1.86581E-05,39.56858629
1.98071E-05,38.80672121
2.08064E-05,38.23620382
2.21557E-05,37.66793003
2.35531E-05,35.5615029
