Time,CO_ppm,Relative_Uncertainty,W
4e-06,3,0.05,0.020311112
4.4e-06,1,0.05,0.020311112
4.8e-06,6,0.05,0.020311112
5.2e-06,1,0.05,0.020311112
5.6e-06,6,0.05,0.020311112
6.4e-06,3,0.05,0.020311112
7.2e-06,4,0.05,0.020311112
7.6e-06,1,0.05,0.020311112
8.4e-06,3,0.05,0.020311112
8.8e-06,3,0.05,0.020311112
9.6e-06,4,0.05,0.020311112
1e-05,6,0.05,0.020311112
1.0800000000000002e-05,1,0.05,0.020311112
1.1599999999999999e-05,6,0.05,0.020311112
1.24e-05,1,0.05,0.020311112
1.28e-05,7,0.05,0.020311112
1.32e-05,7,0.05,0.020311112
1.36e-05,6,0.05,0.020311112
1.4400000000000001e-05,6,0.05,0.020311112
1.52e-05,4,0.05,0.020311112
1.64e-05,4,0.05,0.020311112
1.7199999999999998e-05,3,0.05,0.020311112
1.84e-05,3,0.05,0.020311112
1.92e-05,1,0.05,0.020311112
1.9600000000000002e-05,4,0.05,0.020311112
2e-05,7,0.05,0.020311112
2.08e-05,3,0.05,0.020311112
2.12e-05,9,0.05,0.020311112
2.1600000000000003e-05,1,0.05,0.020311112
2.24e-05,1,0.05,0.020311112
2.2800000000000002e-05,1,0.05,0.020311112
2.3199999999999998e-05,10,0.05,0.020311112
2.36e-05,6,0.05,0.020311112
2.4e-05,3,0.05,0.020311112
2.44e-05,6,0.05,0.020311112
2.48e-05,4,0.05,0.020311112
2.52e-05,7,0.05,0.020311112
2.56e-05,4,0.05,0.020311112
2.6000000000000002e-05,1,0.05,0.020311112
2.64e-05,6,0.05,0.020311112
2.68e-05,1,0.05,0.020311112
2.7600000000000003e-05,4,0.05,0.020311112
2.8000000000000003e-05,6,0.05,0.020311112
2.84e-05,1,0.05,0.020311112
2.9600000000000005e-05,1,0.05,0.020311112
3.04e-05,1,0.05,0.020311112
3.0799999999999996e-05,3,0.05,0.020311112
3.12e-05,6,0.05,0.020311112
3.16e-05,7,0.05,0.020311112
3.24e-05,6,0.05,0.020311112
3.28e-05,6,0.05,0.020311112
3.32e-05,1,0.05,0.020311112
3.3600000000000004e-05,4,0.05,0.020311112
3.4e-05,4,0.05,0.020311112
3.4399999999999996e-05,7,0.05,0.020311112
3.48e-05,10,0.05,0.020311112
3.52e-05,1,0.05,0.020311112
3.5600000000000005e-05,6,0.05,0.020311112
3.6e-05,10,0.05,0.020311112
3.64e-05,14,0.05,0.020311112
3.68e-05,3,0.05,0.020311112
3.72e-05,6,0.05,0.020311112
3.76e-05,6,0.05,0.020311112
3.8e-05,4,0.05,0.020311112
3.84e-05,7,0.05,0.020311112
3.8799999999999994e-05,10,0.05,0.020311112
3.9200000000000004e-05,1,0.05,0.020311112
3.96e-05,7,0.05,0.020311112
4e-05,4,0.05,0.020311112
4.04e-05,9,0.05,0.020311112
4.0799999999999996e-05,18,0.05,0.020311112
4.1200000000000005e-05,9,0.05,0.020311112
4.16e-05,14,0.05,0.020311112
4.2e-05,17,0.05,0.020311112
4.24e-05,9,0.05,0.020311112
4.28e-05,15,0.05,0.020311112
4.3200000000000007e-05,21,0.05,0.020311112
4.36e-05,14,0.05,0.020311112
4.4e-05,14,0.05,0.020311112
4.44e-05,12,0.05,0.020311112
4.48e-05,9,0.05,0.020311112
4.52e-05,15,0.05,0.020311112
4.5600000000000004e-05,15,0.05,0.020311112
4.6e-05,17,0.05,0.020311112
4.6399999999999996e-05,14,0.05,0.020311112
4.68e-05,17,0.05,0.020311112
4.72e-05,17,0.05,0.020311112
4.7600000000000005e-05,14,0.05,0.020311112
4.8e-05,15,0.05,0.020311112
4.84e-05,17,0.05,0.020311112
4.88e-05,15,0.05,0.020311112
4.92e-05,9,0.05,0.020311112
4.96e-05,18,0.05,0.020311112
5e-05,18,0.05,0.020311112
5.04e-05,10,0.05,0.020311112
5.08e-05,15,0.05,0.020311112
5.12e-05,17,0.05,0.020311112
5.16e-05,14,0.05,0.020311112
5.2000000000000004e-05,12,0.05,0.020311112
