Time,H2
0.038461538,0.009322785
0.052197802,0.008563291
0.082417582,0.007936709
0.104395604,0.007253165
0.14010989,0.006493671
0.186813187,0.005525316
0.233516484,0.004613924
0.271978022,0.003683544
0.337912088,0.002924051
0.39010989,0.002088608
0.436813187,0.001613924
0.491758242,0.001329114
0.53021978,0.001253165
0.585164835,0.001139241
0.642857143,0.001082278
