Time,CH2O
2.58374E-05,0.019437692
4.59836E-05,0.017352163
9.55655E-05,0.013662649
0.000142083,0.010159579
0.000196096,0.007733183
0.000248332,0.006087786
0.000301181,0.0044051
0.000348645,0.004470627
0.000399703,0.003420245
0.000448286,0.002258798
0.000498814,0.002137882
