Time,CH2O
2.17278E-05,0.009969046
4.71145E-05,0.009834798
7.28234E-05,0.009648612
9.78837E-05,0.009548969
0.000122618,0.009483932
0.000147988,0.009280357
0.000174068,0.009250214
0.000199471,0.009185293
0.000224829,0.008929722
0.000249539,0.008760695
0.000277145,0.0081069
0.000301366,0.007279209
