Time,OH_ppm,W
0.000346178,14.13719597,0.057448499
0.000347772,14.7784167,0.057448499
0.000349905,14.0049049,0.057448499
0.000350796,12.90811661,0.057448499
0.00035164,13.93234092,0.057448499
0.000352155,15.09879865,0.057448499
0.000354147,16.61379557,0.057448499
0.000355144,17.53362873,0.057448499
0.000357734,16.57148039,0.057448499
0.000358132,15.81990549,0.057448499
0.00035853,14.7677108,0.057448499
0.00035995,12.39900766,0.057448499
0.000361561,13.17529367,0.057448499
0.000365555,14.33846956,0.057448499
0.000367244,15.48485883,0.057448499
0.00036851,17.52299473,0.057448499
0.000369776,16.44011153,0.057448499
0.000373153,14.21059707,0.057448499
0.000375686,16.31234658,0.057448499
0.000379063,18.85990219,0.057448499
0.000382018,15.99347194,0.057448499
0.000384973,14.33723278,0.057448499
0.00038835,17.20325973,0.057448499
0.000389194,21.27963907,0.057448499
0.000390882,17.90373535,0.057448499
0.000392571,13.44502908,0.057448499
0.000392993,10.19659455,0.057448499
0.000395526,12.23464979,0.057448499
0.000397636,13.82687204,0.057448499
0.000399747,12.10699239,0.057448499
0.000401435,15.73745809,0.057448499
0.00040439,13.50797052,0.057448499
0.000406923,14.65430602,0.057448499
0.000409455,12.106374,0.057448499
0.000412832,10.70488502,0.057448499
0.000415365,13.50727147,0.057448499
0.000417476,11.85108608,0.057448499
0.000420431,15.22669406,0.057448499
0.000421697,17.39221849,0.057448499
0.000425074,16.43658939,0.057448499
0.000426762,12.99699139,0.057448499
0.000429717,7.455401914,0.057448499
0.000430984,11.46806011,0.057448499
0.00043225,10.51256544,0.057448499
0.00043436,14.65255839,0.057448499
0.000436049,14.71614511,0.057448499
0.000441959,13.25080055,0.057448499
0.000445758,12.67731016,0.057448499
0.000449135,10.2567129,0.057448499
0.000449979,14.14200945,0.057448499
0.000454622,14.46018503,0.057448499
0.000458843,13.37711362,0.057448499
0.000463065,12.35773647,0.057448499
0.000464331,9.809885114,0.057448499
0.000466864,7.962590036,0.057448499
0.000471929,11.40175784,0.057448499
0.000475306,11.97479116,0.057448499
0.000476572,14.58617547,0.057448499
0.000479949,15.79615146,0.057448499
0.000482904,14.39468937,0.057448499
0.000484593,12.99330793,0.057448499
0.000486703,11.65559388,0.057448499
0.000490502,9.298664007,0.057448499
0.000493035,11.90996766,0.057448499
0.000495146,10.3811708,0.057448499
0.000496834,11.65494861,0.057448499
0.000503166,12.60995932,0.057448499
0.000504854,13.69265432,0.057448499
0.000507387,12.03644205,0.057448499
