Time,H_mol/cm^3,Relative_Uncertainty,W
2.81771E-05,1.31871E-13,.05,1e-10
4.39187E-05,1.76059E-13,.05,1e-10
7.12807E-05,3.95132E-13,.05,1e-10
9.69776E-05,5.5599E-13,.05,1e-10
0.000122287,8.91296E-13,.05,.2
0.000157941,1.18336E-12,.05,.2
0.000179922,1.41678E-12,.05,.2
0.000205222,1.69393E-12,.05,.2
0.000240458,1.95691E-12,.05,.2
0.000273221,2.29248E-12,.05,.2
0.000313049,2.80278E-12,.05,.2
0.000356564,3.05152E-12,.05,.2
0.000384327,3.18337E-12,.05,.2
