time,Absorbance_216,Relative_Uncertainty,W
5.4755516926710945e-14,0.020709718379341067,0.1,0.01851851851851852
5.476099247840362e-10,0.020709597277138867,0.1,0.01851851851851852
6.023161617455131e-09,0.020708386349528343,0.1,0.01851851851851852
1.1498713310126226e-08,0.02070717554778441,0.1,0.01851851851851852
2.1295904258521023e-08,0.02070500945505461,0.1,0.01851851851851852
3.822275964476338e-08,0.020701268103071,0.1,0.01851851851851852
6.765154907227661e-08,0.020694766652991112,0.1,0.01851851851851852
1.1976051936695475e-07,0.020683264667134896,0.1,0.01851851851851852
2.2423329219419646e-07,0.02066024288066156,0.1,0.01851851851851852
3.2870606502143825e-07,0.020637272267652117,0.1,0.01851851851851852
4.3317883784868004e-07,0.02061435267035963,0.1,0.01851851851851852
6.037069913765957e-07,0.020577050774248408,0.1,0.01851851851851852
7.742351449045116e-07,0.020539883672800442,0.1,0.01851851851851852
9.44763298432427e-07,0.020502850632999104,0.1,0.01851851851851852
1.1152914519603428e-06,0.02046595090936531,0.1,0.01851851851851852
1.4912215109608853e-06,0.020385072636219626,0.1,0.01851851851851852
1.867151569961428e-06,0.020304831095505373,0.1,0.01851851851851852
2.4438794882175165e-06,0.02018295025622628,0.1,0.01851851851851852
3.020607406473608e-06,0.020062523867547682,0.1,0.01851851851851852
3.5973353247296982e-06,0.019943526002187014,0.1,0.01851851851851852
4.174063242985788e-06,0.01982593140438285,0.1,0.01851851851851852
4.750791161241878e-06,0.019709715429975183,0.1,0.01851851851851852
5.327519079497969e-06,0.019594853994099614,0.1,0.01851851851851852
6.203074130701258e-06,0.019423014494789663,0.1,0.01851851851851852
7.0786291819045475e-06,0.0192541627219901,0.1,0.01851851851851852
7.954184233107836e-06,0.01908822142746196,0.1,0.01851851851851852
9.297908639246956e-06,0.01883904013188932,0.1,0.01851851851851852
1.0641633045386074e-05,0.01859628067680437,0.1,0.01851851851851852
1.1985357451525193e-05,0.01835969804749735,0.1,0.01851851851851852
1.3329081857664307e-05,0.018129059503346208,0.1,0.01851851851851852
1.4672806263803427e-05,0.017904143773600025,0.1,0.01851851851851852
1.6016530669942546e-05,0.017684740419366858,0.1,0.01851851851851852
1.7360255076081666e-05,0.01747064923228335,0.1,0.01851851851851852
1.9480134290692712e-05,0.01714323777739208,0.1,0.01851851851851852
2.160001350530376e-05,0.016827872433646817,0.1,0.01851851851851852
2.3719892719914804e-05,0.016523900420214642,0.1,0.01851851851851852
2.583977193452585e-05,0.016230715225871186,0.1,0.01851851851851852
2.7959651149136896e-05,0.015947752648598604,0.1,0.01851851851851852
3.0079530363747943e-05,0.015674487201605806,0.1,0.01851851851851852
3.219940957835899e-05,0.015410428822241697,0.1,0.01851851851851852
3.4319288792970035e-05,0.015155119907444031,0.1,0.01851851851851852
3.643916800758108e-05,0.014908132671395131,0.1,0.01851851851851852
3.8559047222192134e-05,0.014669066771147562,0.1,0.01851851851851852
4.067892643680317e-05,0.014437547146017898,0.1,0.01851851851851852
4.279880565141422e-05,0.014213222046980785,0.1,0.01851851851851852
4.4918684866025266e-05,0.01399576124821572,0.1,0.01851851851851852
4.703856408063631e-05,0.013784854426769959,0.1,0.01851851851851852
4.915844329524736e-05,0.013580209688409242,0.1,0.01851851851851852
5.127832250985841e-05,0.013381552220251391,0.1,0.01851851851851852
5.339820172446945e-05,0.013188623057970158,0.1,0.01851851851851852
5.5518080939080504e-05,0.013001177958705472,0.1,0.01851851851851852
5.763796015369154e-05,0.012818986369995409,0.1,0.01851851851851852
5.975783936830259e-05,0.012641830484388723,0.1,0.01851851851851852
6.187771858291364e-05,0.012469504371396007,0.1,0.01851851851851852
6.399759779752467e-05,0.012301813177458057,0.1,0.01851851851851852
6.61174770121357e-05,0.01213857239082022,0.1,0.01851851851851852
6.823735622674675e-05,0.01197960716515136,0.1,0.01851851851851852
7.035723544135779e-05,0.01182475169526004,0.1,0.01851851851851852
7.247711465596883e-05,0.011673848639936521,0.1,0.01851851851851852
7.570032774113048e-05,0.011451644720887985,0.1,0.01851851851851852
