Time,H2O
0.225806452,0.052554745
0.258064516,0.052554745
0.303225806,0.070072993
0.361290323,0.087591241
0.432258065,0.096350365
0.512903226,0.122627737
0.622580645,0.148905109
0.716129032,0.183941606
0.829032258,0.19270073
0.95483871,0.23649635
1.058064516,0.289051095
1.158064516,0.376642336
1.267741935,0.402919708
1.35483871,0.472992701
1.480645161,0.560583942
1.580645161,0.613138686
1.680645161,0.709489051
1.796774194,0.832116788
1.9,0.910948905
