Time,HCO_mol/cm^3
0.000007655988667001783, 9.768678883151304e-10
0.000017164008591143815, 8.089201663391673e-10
0.00002825791710460175, 6.40643421834301e-10
0.000041468537220673596, 5.21720056664991e-10
0.00005503157702326007, 4.027235753781468e-10
0.0000648964036009688, 3.34286889366175e-10
0.0000768757482977654, 2.6541150664899675e-10
