Time,NO2_ppm
0.2306859506426449, 72.12669683257923
0.2683008078172278, 87.87330316742083
0.3027649002026482, 101.99095022624434
0.36718207811675857, 101.99095022624434
0.45014296421730554, 104.70588235294116
0.5329372900646807, 104.16289592760182
0.6280293146045581, 104.16289592760182
0.7507287011076256, 104.16289592760182
0.8304555422924242, 103.61990950226246
0.9500319240485244, 102.5339366515837
1.0604058518168946, 101.44796380090497
1.1707520195430696, 99.81900452488688
1.2718957332815144, 98.19004524886876
1.3639202731588154, 98.19004524886876
1.4926158287760596, 95.47511312217193
1.5877633734003274, 96.56108597285069
1.6918635316325683, 92.76018099547508
1.7989756544429945, 87.87330316742083
1.9124170668739415, 86.7873303167421
