Time,H_mol/cm^3
8.29525E-05,4.31781E-13
0.000100797,4.46234E-13
0.000118646,4.88359E-13
0.000142804,4.06179E-13
0.000165243,3.65448E-13
0.000192872,3.80239E-13
0.00021532,3.94852E-13
0.000241215,3.68076E-13
0.000262508,3.54976E-13
0.000299915,3.42434E-13
0.000339064,4.12968E-13
0.000366686,3.86252E-13
0.000379916,3.45202E-13
