Time,OH_mol/cm^3
0.000209731,	3.45254E-11
0.000240678,	3.5723E-11
0.000288135,	3.68448E-11
0.000340026,	3.66172E-11
0.000410707,	3.59388E-11
0.000448305,	3.51122E-11
0.000492873,	3.37606E-11
0.000546853,	3.22586E-11
0.000593718,	3.0607E-11
0.000645321,	2.90302E-11
