Time,HCO_ppm
2.64516E-06,42.14004721
4E-06,42.61683714
5.41935E-06,44.0687123
6.58065E-06,44.05927092
7.74194E-06,44.04982953
9.54839E-06,43.79124049
1.12258E-05,43.5337005
1.32258E-05,42.0540257
1.51613E-05,42.03829006
1.66452E-05,41.53842119
1.7871E-05,39.57723577
1.92258E-05,38.59061107
0.000022,36.3729347
