Time,H_mol/cm^3,Relative_Uncertainty,W
2.97922E-05,2.70679E-13,.05,1e-10
6.46325E-05,7.40205E-13,.05,1e-10
0.000102408,1.20984E-12,.05,.2
0.00014271,1.80727E-12,.05,.2
0.000196423,2.33423E-12,.05,.2
0.000244264,2.8326E-12,.05,.2
0.000278689,3.35887E-12,.05,.2
0.000327799,3.985E-12,.05,.2
0.000369768,4.46897E-12,.05,.2
0.000389064,4.56899E-12,.05,.2
