Time,O2
0.277777778,0.021410085
0.345679012,0.021501314
0.407407407,0.02151123
0.49691358,0.021686251
0.567901235,0.021456691
0.635802469,0.021387278
0.716049383,0.021400169
0.787037037,0.021491893
0.867283951,0.021424463
0.938271605,0.021435867
1.015432099,0.021448262
1.098765432,0.021461649
1.172839506,0.02155387
1.25308642,0.021406118
1.327160494,0.021337696
