temperature,tau_s
1083.949084,0.000554083
1087.362829,0.000659646
1158.11335,0.000326307
1179.004925,0.000332466
1197.547205,0.00028479
1277.814928,0.000318049
1300.985746,0.000131987
1666.052839,5.37414E-05
