Time,O2
0.234883278,0.022094178
0.291224393,0.022786927
0.344478323,0.022784183
0.415440686,0.022548642
0.477598857,0.022700029
0.54561696,0.022541934
0.613577894,0.022074664
0.678637446,0.021916722
0.743668414,0.021604192
0.81175798,0.021832568
0.879747499,0.021519886
0.944778466,0.021207356
1.003978085,0.021358895
1.081000476,0.021895989
1.146045736,0.021660753
