Time,H_ppm,W
7.25881356297605e-13,3.10609845668403,0.023870495801314433
7.259539444332348e-09,3.1060948254689857,0.023870495801314433
7.984767507409284e-08,3.106058513617905,0.023870495801314433
3.2158271971125157e-07,3.105937590138354,0.023870495801314433
8.472119552458016e-07,3.1056746708672747,0.023870495801314433
1.83610119305113e-06,3.1051800928587103,0.023870495801314433
3.6039711091735615e-06,3.1042961266413625,0.023870495801314433
6.724081087934878e-06,3.1027366653876842,0.023870495801314433
1.2389662632945983e-05,3.0999070698886144,0.023870495801314433
2.7213400988299516e-05,3.092516456294553,0.023870495801314433
4.203713934365305e-05,3.085144469811363,0.023870495801314433
5.686087769900658e-05,3.077791061953026,0.023870495801314433
7.168461605436011e-05,3.070456182199194,0.023870495801314433
9.4893704084234e-05,3.059009285008354,0.023870495801314433
0.0001181027921141079,3.047607505071949,0.023870495801314433
0.0001413118801439818,3.036250629569092,0.023870495801314433
0.00016452096817385568,3.0249384533241033,0.023870495801314433
0.00018773005620372957,3.0136707838754346,0.023870495801314433
0.00021093914423360346,3.0024474330733213,0.023870495801314433
0.00023414823226347735,2.9912682114428817,0.023870495801314433
0.0002807311126292576,2.9689628357941866,0.023870495801314433
0.00032731399299503784,2.946832930701631,0.023870495801314433
0.0003738968733608181,2.9248769790843694,0.023870495801314433
0.00042047975372659836,2.9030934791142777,0.023870495801314433
0.0004670626340923786,2.881480944427643,0.023870495801314433
0.0005822809724852932,2.828749427148757,0.023870495801314433
0.0006527094198480222,2.7970179572311085,0.023870495801314433
0.0007231378672107513,2.765660835547429,0.023870495801314433
0.0007935663145734804,2.734673245056731,0.023870495801314433
0.0008639947619362095,2.7040504365387306,0.023870495801314433
0.0009817745560472095,2.6536412401365284,0.023870495801314433
0.0010995543501582095,2.604217662874912,0.023870495801314433
0.0012831437004093337,2.5290947333519305,0.023870495801314433
0.0014667330506604578,2.4562388162696,0.023870495801314433
0.001650322400911582,2.3855758595941223,0.023870495801314433
0.0018339117511627062,2.31703454164958,0.023870495801314433
0.0020175011014138306,2.2505461356052137,0.023870495801314433
0.0022010904516649547,2.186044417550744,0.023870495801314433
0.002384679801916079,2.123465578041817,0.023870495801314433
0.0026822222383481985,2.0259711399188185,0.023870495801314433
0.002979764674780318,1.933116982264019,0.023870495801314433
0.003277307111212438,1.844667611440346,0.023870495801314433
0.0035748495476445575,1.7604007768825785,0.023870495801314433
0.003872391984076677,1.680106615043787,0.023870495801314433
0.004169934420508796,1.603586869262868,0.023870495801314433
0.0044674768569409155,1.5306541582827629,0.023870495801314433
0.004765019293373035,1.4611312886248902,0.023870495801314433
0.005062561729805154,1.394850618250712,0.023870495801314433
0.005360104166237273,1.3316534721929039,0.023870495801314433
0.005657646602669392,1.2713896020741267,0.023870495801314433
0.005955189039101512,1.213916681688735,0.023870495801314433
0.006252731475533631,1.1590998358254605,0.023870495801314433
0.00655027391196575,1.1068112018074063,0.023870495801314433
0.006847816348397869,1.0569295219372408,0.023870495801314433
0.007145358784829988,1.0093397636161783,0.023870495801314433
0.007442901221262108,0.9639327642349553,0.023870495801314433
0.007740443657694227,0.9206048990230642,0.023870495801314433
0.008037986094126346,0.8792577705237815,0.023870495801314433
0.008335528530558465,0.8397979181861301,0.023870495801314433
0.008633070966990584,0.8021365464435963,0.023870495801314433
0.008930613403422704,0.7661892696646945,0.023870495801314433
0.009228155839854823,0.7318758729308299,0.023870495801314433
0.009525698276286942,0.6991200875674116,0.023870495801314433
0.009823240712719061,0.6678493803354539,0.023870495801314433
0.01012078314915118,0.6379947552811853,0.023870495801314433
