Time,C2H6_ppm
0.241888909,1.228471381
0.287120169,1.295583916
0.341387723,1.362895597
0.383482417,1.26464975
0.455648306,1.100950927
0.512753705,0.936920192
0.563884694,0.838873492
0.627064076,0.741092321
0.678170171,0.609987221
0.732238578,0.412831704
0.792455648,0.381100951
0.846673416,0.382295833
0.903778814,0.218265098
0.957971688,0.18640158
