Time,O_ppm,Relative_Uncertainty,W
2.220446049250313e-14,0.8079983838225827,0.1,0.012108986992412071
2.220668093855238e-10,0.8079965773347529,0.1,0.012108986992412071
2.442512858635837e-09,0.807978512725764,0.1,0.012108986992412071
6.719278342125148e-09,0.8079437198643297,0.1,0.012108986992412071
1.4536610497702638e-08,0.8078801271687086,0.1,0.012108986992412071
2.8339276212481717e-08,0.8077678569364941,0.1,0.012108986992412071
5.244235770961883e-08,0.8075718409533148,0.1,0.012108986992412071
9.453820145222168e-08,0.807229614583218,0.1,0.012108986992412071
1.6979985648692055e-07,0.8066181216129396,0.1,0.012108986992412071
3.3341172066544556e-07,0.8052903897515014,0.1,0.012108986992412071
4.970235848439706e-07,0.8039648434768889,0.1,0.012108986992412071
6.606354490224955e-07,0.8026414794314148,0.1,0.012108986992412071
8.242473132010205e-07,0.8013202941024056,0.1,0.012108986992412071
1.1391785776886047e-06,0.798783305492247,0.1,0.012108986992412071
1.4541098421761889e-06,0.7962543517217033,0.1,0.012108986992412071
1.769041106663773e-06,0.793733407652495,0.1,0.012108986992412071
2.0839723711513573e-06,0.7912204472061464,0.1,0.012108986992412071
2.3989036356389413e-06,0.7887154445899679,0.1,0.012108986992412071
2.9964122937440132e-06,0.7839845676997436,0.1,0.012108986992412071
3.9890214204282874e-06,0.7761880746465417,0.1,0.012108986992412071
4.981630547112561e-06,0.7684691329275116,0.1,0.012108986992412071
5.974239673796835e-06,0.7608269672438982,0.1,0.012108986992412071
6.966848800481109e-06,0.7532608133229922,0.1,0.012108986992412071
7.959457927165382e-06,0.7457699166021742,0.1,0.012108986992412071
8.952067053849657e-06,0.7383535297265743,0.1,0.012108986992412071
9.94467618053393e-06,0.7310109118019996,0.1,0.012108986992412071
1.146287550574736e-05,0.7199213843481187,0.1,0.012108986992412071
1.298107483096079e-05,0.709000122429122,0.1,0.012108986992412071
1.4499274156174221e-05,0.698244572388767,0.1,0.012108986992412071
1.601747348138765e-05,0.6876522197653865,0.1,0.012108986992412071
1.882832069985905e-05,0.6684635825718039,0.1,0.012108986992412071
2.163916791833045e-05,0.6498105138874911,0.1,0.012108986992412071
2.4450015136801848e-05,0.6316780662597384,0.1,0.012108986992412071
2.7260862355273246e-05,0.6140517088726236,0.1,0.012108986992412071
3.0071709573744645e-05,0.5969173155872832,0.1,0.012108986992412071
3.288255679221605e-05,0.5802611543461115,0.1,0.012108986992412071
3.5693404010687445e-05,0.5640698766104534,0.1,0.012108986992412071
3.8504251229158844e-05,0.5483305066507371,0.1,0.012108986992412071
4.385000584968233e-05,0.5195988917806759,0.1,0.012108986992412071
4.720535075004243e-05,0.5023393840869012,0.1,0.012108986992412071
5.056069565040252e-05,0.4856533530897408,0.1,0.012108986992412071
5.3916040550762614e-05,0.4695217381920218,0.1,0.012108986992412071
5.727138545112271e-05,0.4539261134267814,0.1,0.012108986992412071
6.06267303514828e-05,0.43884866993456567,0.1,0.012108986992412071
6.39820752518429e-05,0.424272192211381,0.1,0.012108986992412071
6.733742015220298e-05,0.4101800351136269,0.1,0.012108986992412071
7.271597769281734e-05,0.3885608646978087,0.1,0.012108986992412071
7.80945352334317e-05,0.36808156375791723,0.1,0.012108986992412071
8.347309277404606e-05,0.3486820272388503,0.1,0.012108986992412071
8.885165031466042e-05,0.33030532073353164,0.1,0.012108986992412071
9.423020785527478e-05,0.3128975157078251,0.1,0.012108986992412071
9.960876539588914e-05,0.29640752836843914,0.1,0.012108986992412071
0.0001049873229365035,0.2807869668855575,0.1,0.012108986992412071
0.00011036588047711786,0.26598998960598386,0.1,0.012108986992412071
0.00011574443801773221,0.2519731721201969,0.1,0.012108986992412071
0.00012112299555834657,0.2386953804062115,0.1,0.012108986992412071
0.00012650155309896092,0.22611764954970495,0.1,0.012108986992412071
0.00013188011063957526,0.21420306885682816,0.1,0.012108986992412071
0.0001372586681801896,0.20291667358462814,0.1,0.012108986992412071
0.00014263722572080396,0.19222534261233634,0.1,0.012108986992412071
0.0001480157832614183,0.18209770131913064,0.1,0.012108986992412071
0.00015339434080203265,0.1725040293863932,0.1,0.012108986992412071
