time,Absorbance_308
0.000260976,0.014831003
0.000341463,0.014521374
0.000417073,0.013932487
0.000482927,0.013282265
0.000560976,0.012540388
0.000639024,0.011738014
0.000717073,0.011091255
0.000846341,0.01029234
0.000953659,0.009463837
0.001065854,0.008943681
0.001165854,0.008209507
0.001282927,0.007629746
0.001378049,0.007264302
0.001458537,0.006990561
0.00154878,0.006656099
0.00162439,0.00644367
0.001709756,0.006109554
0.001780488,0.005866854
0.001914634,0.005412179
