Time,H2
0.225806452,0.937226277
0.25483871,0.937226277
0.296774194,0.937226277
0.35483871,0.928467153
0.429032258,0.919708029
0.512903226,0.902189781
0.625806452,0.875912409
0.732258065,0.805839416
0.835483871,0.797080292
0.941935484,0.779562044
1.04516129,0.753284672
1.161290323,0.648175182
1.258064516,0.639416058
1.367741935,0.543065693
1.474193548,0.490510949
1.577419355,0.42919708
1.680645161,0.315328467
1.793548387,0.201459854
1.896774194,0.105109489
