Time,CO2
0.205004302,6.8323E-05
0.259101677,8.69565E-05
0.318873973,8.69565E-05
0.381492569,8.69565E-05
0.449803764,8.69565E-05
0.520978939,0.00010559
0.586443834,0.00010559
0.651961766,0.000161491
0.711716384,0.000142857
0.785773215,0.000198758
0.848374132,0.000180124
0.911010407,0.000198758
0.976492981,0.000217391
1.044839535,0.000254658
1.12168963,0.000254658
