Time,OH_mol/cm^3
0.000179591,1.39647E-12
0.000267463,2.16252E-12
0.00032591,2.79369E-12
0.000384458,3.33451E-12
0.000490563,4.32603E-12
0.000563747,5.00206E-12
0.000636881,5.72326E-12
0.000743439,6.30817E-12
0.000845998,7.16424E-12
0.000959598,8.06524E-12
0.001058661,8.74067E-12
0.001154077,9.37101E-12
0.001267878,1.00913E-11
0.001411355,1.07206E-11
0.001543741,1.13501E-11
0.001690965,1.1934E-11
0.001820006,1.22474E-11
0.00188635,1.24266E-11
