Time,O_ppm,W
1.5555865354139803e-07,0.00034232720000131116,0.01887128390240993
1.904720110874139e-07,0.00041861869565166046,0.01887128390240993
2.2538536863342978e-07,0.0004947133320707941,0.01887128390240993
2.9390979082518203e-07,0.0006434939904937439,0.01887128390240993
3.624342130169343e-07,0.0007915219545202799,0.01887128390240993
4.3095863520868654e-07,0.0009388009825948496,0.01887128390240993
4.994830574004387e-07,0.0010853349704632238,0.01887128390240993
5.68007479592191e-07,0.0012311277641909055,0.01887128390240993
7.004355696093595e-07,0.0015107958202231764,0.01887128390240993
9.134949976267972e-07,0.0019550322500825534,0.01887128390240993
1.126554425644235e-06,0.0023923193439792413,0.01887128390240993
1.3396138536616727e-06,0.0028227664727792554,0.01887128390240993
1.5526732816791105e-06,0.0032464807220612757,0.01887128390240993
1.7657327096965483e-06,0.0036635671548255282,0.01887128390240993
1.978792137713986e-06,0.004074129249201726,0.01887128390240993
2.1918515657314236e-06,0.0044782690303932894,0.01887128390240993
2.4049109937488614e-06,0.004876087007465661,0.01887128390240993
2.775158035474431e-06,0.005552654872778556,0.01887128390240993
3.1454050772000002e-06,0.006210937923518795,0.01887128390240993
3.5156521189255696e-06,0.006851430391517159,0.01887128390240993
3.885899160651139e-06,0.007474613098656215,0.01887128390240993
4.256146202376708e-06,0.008080953867312298,0.01887128390240993
4.852686506848418e-06,0.009023607045392033,0.01887128390240993
5.449226811320128e-06,0.009925554317098932,0.01887128390240993
6.045767115791838e-06,0.010788553323040332,0.01887128390240993
6.642307420263548e-06,0.011614285850832051,0.01887128390240993
7.238847724735258e-06,0.01240436136330948,0.01887128390240993
7.835388029206968e-06,0.013160319915278197,0.01887128390240993
8.431928333678678e-06,0.013883634909627022,0.01887128390240993
9.028468638150388e-06,0.014575715984475494,0.01887128390240993
9.625008942622098e-06,0.0152379119017782,0.01887128390240993
1.0931065298688373e-05,0.016589583650586978,0.01887128390240993
1.1801032782180646e-05,0.017420111421226257,0.01887128390240993
1.2671000265672918e-05,0.018198860246447884,0.01887128390240993
1.3540967749165191e-05,0.01892905822670028,0.01887128390240993
1.5114628787038214e-05,0.020136191712381915,0.01887128390240993
