Time,O_ppm,Relative_Uncertainty,W
2.220446049250313e-14,0.794002381863241,0.1,0.01251957714590336
2.220668093855238e-10,0.7940009428152606,0.1,0.01251957714590336
2.442512858635837e-09,0.7939865525093543,0.1,0.01251957714590336
7.388302895412607e-09,0.793954500658686,0.1,0.01251957714590336
1.6851560488808787e-08,0.7938931763151338,0.1,0.01251957714590336
3.384734939190168e-08,0.7937830510614191,0.1,0.01251957714590336
6.371183704526417e-08,0.793589579225384,0.1,0.01251957714590336
1.1599022084995935e-07,0.7932510163530896,0.1,0.01251957714590336
2.0955217600086768e-07,0.7926454551558259,0.1,0.01251957714590336
4.135081463484343e-07,0.7913269918607155,0.1,0.01251957714590336
6.174641166960009e-07,0.790010721607006,0.1,0.01251957714590336
8.214200870435676e-07,0.7886966409899198,0.1,0.01251957714590336
1.0253760573911342e-06,0.7873847464479004,0.1,0.01251957714590336
1.416683448128062e-06,0.7848738681987164,0.1,0.01251957714590336
1.80799083886499e-06,0.7823709990993684,0.1,0.01251957714590336
2.199298229601918e-06,0.7798761139038283,0.1,0.01251957714590336
2.5906056203388457e-06,0.7773891864310813,0.1,0.01251957714590336
2.9819130110757735e-06,0.7749101907895581,0.1,0.01251957714590336
3.7215915688006308e-06,0.7702457851953147,0.1,0.01251957714590336
4.941558400302284e-06,0.7626139592282374,0.1,0.01251957714590336
6.1615252318039375e-06,0.755057764292821,0.1,0.01251957714590336
7.381492063305591e-06,0.7475764472030235,0.1,0.01251957714590336
8.601458894807244e-06,0.7401692654082337,0.1,0.01251957714590336
9.821425726308898e-06,0.732835485703463,0.1,0.01251957714590336
1.1041392557810551e-05,0.7255743818517464,0.1,0.01251957714590336
1.2261359389312204e-05,0.7183852338853444,0.1,0.01251957714590336
1.4150386765130971e-05,0.7073936846152796,0.1,0.01251957714590336
1.6039414140949738e-05,0.6965703357063785,0.1,0.01251957714590336
1.7928441516768504e-05,0.6859126127850409,0.1,0.01251957714590336
1.981746889258727e-05,0.6754179813167436,0.1,0.01251957714590336
2.332176321845642e-05,0.6563730468627357,0.1,0.01251957714590336
2.682605754432557e-05,0.6378652115403307,0.1,0.01251957714590336
3.033035187019472e-05,0.6198793291970603,0.1,0.01251957714590336
3.383464619606387e-05,0.6024006802404691,0.1,0.01251957714590336
3.733894052193302e-05,0.5854149592574746,0.1,0.01251957714590336
4.084323484780217e-05,0.5689082640518621,0.1,0.01251957714590336
4.434752917367132e-05,0.5528670847263164,0.1,0.01251957714590336
4.785182349954047e-05,0.5372782926168042,0.1,0.01251957714590336
5.276982720711468e-05,0.5161392508981801,0.1,0.01251957714590336
5.7687830914688886e-05,0.4958320774511366,0.1,0.01251957714590336
6.26058346222631e-05,0.47632403889923774,0.1,0.01251957714590336
6.75238383298373e-05,0.45758368789374354,0.1,0.01251957714590336
7.24418420374115e-05,0.43958081161612084,0.1,0.01251957714590336
7.73598457449857e-05,0.4222863862146127,0.1,0.01251957714590336
8.22778494525599e-05,0.40567253186654867,0.1,0.01251957714590336
9.039890301771575e-05,0.3796571218315515,0.1,0.01251957714590336
9.85199565828716e-05,0.35531047345020866,0.1,0.01251957714590336
0.00010664101014802745,0.3325255423944569,0.1,0.01251957714590336
0.0001147620637131833,0.3112021481943106,0.1,0.01251957714590336
0.00012288311727833915,0.29124653741301304,0.1,0.01251957714590336
0.000131004170843495,0.2725709728560067,0.1,0.01251957714590336
0.00013912522440865085,0.25509334620788005,0.1,0.01251957714590336
0.0001472462779738067,0.23873681545116338,0.1,0.01251957714590336
0.00015536733153896255,0.223429467087487,0.1,0.01251957714590336
0.0001634883851041184,0.20910400073842533,0.1,0.01251957714590336
0.00017160943866927425,0.19569743350013863,0.1,0.01251957714590336
0.0001797304922344301,0.18315082270644034,0.1,0.01251957714590336
0.00018785154579958595,0.17140900649260857,0.1,0.01251957714590336
