Time,H2
0.015837479,0.010082479
0.02301304,0.009955032
0.032831895,0.009785072
0.046041994,0.009656897
0.06265607,0.00940173
0.081146389,0.009272918
0.104178526,0.008932589
0.123448625,0.008466131
0.149111324,0.008252067
0.173268571,0.00799599
0.193663781,0.007613784
0.218965235,0.007188793
0.242380896,0.006764029
0.264658716,0.006423791
0.287603326,0.00224381
0.311536188,-3.75567E-05
0.334165704,-4.02848E-05
