temperature,tau_s
1846.898122,3.59802E-05
1838.422752,3.94774E-05
1683.877329,5.82643E-05
1662.908681,5.81017E-05
1626.89261,5.46721E-05
1637.978901,6.55881E-05
1313.871569,0.000137935
1316.750528,0.000158424
1303.893599,0.000174611
1325.463606,0.00017578
1321.0927,0.00018394
1287.136567,0.000324561
1211.860925,0.000305579
1190.257859,0.000350724
1164.877769,0.000336626
1096.839615,0.000645177
1095.839525,0.000596288
