temperature,tau_s
1191.871016,0.00040691
1205.587932,0.000203324
1205.715809,8.83095E-05
1222.843777,0.0001317
1251.994544,5.38119E-05
1264.789207,2.92504E-05
1286.268047,1.29277E-05
1307.096272,1.28676E-05
