Time,H2O
0.030674157,0.000215486
0.043258427,0.000519052
0.056629213,0.000866048
0.085730337,0.001255545
0.108539326,0.001688911
0.145505618,0.001773571
0.184044944,0.00246683
0.221011236,0.00281236
0.258764045,0.003331754
0.302808989,0.004155105
0.341348315,0.004500537
0.380674157,0.005019834
0.421573034,0.005669468
0.46247191,0.005971275
0.498651685,0.006621202
0.537977528,0.007314411
0.581235955,0.007529116
0.619775281,0.007439766
0.659101124,0.007698192
