Time,O2
0.032247191,0.004954519
0.045617978,0.004736297
0.065280899,0.004517684
0.115617978,0.004297167
0.145505618,0.004034441
0.184044944,0.003858134
0.258764045,0.003070884
0.305955056,0.00289404
0.340561798,0.002544064
0.383033708,0.002367513
0.423146067,0.002147631
0.46247191,0.001797362
0.50258427,0.001707914
0.539550562,0.001531705
0.579662921,0.001311822
0.61741573,0.001092086
0.663820225,0.000958769
